dwc:occurrenceID,dwc:basisOfRecord,dcterms:modified,dwc:institutionCode,dwc:collectionCode,dwc:catalogNumber,dwc:recordNumber,dwc:fieldNumber,dwc:recordedBy,dwc:organismQuantity,dwc:organismQuantityType,dwc:preparations,dwc:kingdom,dwc:phylum,dwc:class,dwc:order,dwc:family,dwc:genus,dwc:specificEpithet,dwc:infraspecificEpithet,dwc:scientificName,dwc:scientificNameAuthorship,dwc:taxonRank,dwc:taxonomicStatus,dwc:typeStatus,dwc:identifiedBy,dwc:identificationRemarks,dwc:verbatimCoordinates,dwc:locality,dwc:decimalLatitude,dwc:decimalLongitude,dwc:georeferencedBy,dwc:georeferenceVerificationStatus,dwc:verbatimEventDate,dwc:eventDate,dwc:year,dwc:month,dwc:day,dwc:eventRemarks,dwc:occurrenceRemarks
0a69d51f-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,55521,,"24/02/1982_Farm Goedgenoeg , 526","Haacke, W.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Agamidae,Agama,anchietae,,"Agama anchietae Bocage, 1896","Bocage, 1896",species,accepted,,,Agama anchietae,"20° 47' S 14° 26' E","Farm Goedgenoeg , 526",-20.7833333333,14.4333333333,administrator,Unchecked,DD:24 MM:02 YYYY:1982,1982-02-24,1982,02,24,WD Haacke,
0920f04a-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,42667,,"01/04/1971_Farm Amsterdam, 116","Swanepoel, P.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Scincidae,Lygosoma,,Lygosoma sundevalli,Lygosoma sundevalli sundevalli,,subspecies,accepted,,,Lygosoma sundevallii sundevallii,"23° 19' S 29° 24' E","Farm Amsterdam, 116",-23.3166666666,29.4000000000,administrator,Unchecked,DD:0 MM:04 YYYY:1971,1971-04,1971,04,,P SWANEPOEL,
088f9223-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,34503,,"05/11/1967_Luabo, on Zambezi River","Brown, H.D.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Hemidactylus,mabouia,,"Hemidactylus mabouia (Moreau De Jonnès, 1818)","(Moreau De Jonnès, 1818)",species,accepted,,,Hemidactylus mabouia,,"Luabo, on Zambezi River",,,,,DD:05 MM:11 YYYY:1967,1967-11-05,1967,11,05,HD Brown,
98e86a7b-02bc-4599-a3e9-50747574a97c,PreservedSpecimen,2018-10-03T14:32:16.000Z,Ditsong,Herpetology,79851,,,"Whiting, M.J.",,individuals,Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Cordylidae,Platysaurus,broadleyi,,"Platysaurus broadleyi Branch & Whiting, 1997","Branch & Whiting, 1997",species,accepted,,,Platysaurus broadleyi,,"Augrabies Falls National Park, Gordonia district, N. Cape",,,,,Year: 1995; Month: 10; Day: 21,1995-10-21,1995,10,21,,
05c8ed71-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,1595,,20/10/1906_Wonderboom,"Noome, F.O.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Agamidae,Acanthocercus,atricollis,,"Acanthocercus atricollis (Smith, 1849)","(Smith, 1849)",species,accepted,,,Acanthocerus atricollis,"25° 41' S 28° 11' E",Wonderboom,-25.6833333333,28.1833333333,administrator,Unchecked,DD:20 MM:10 YYYY:06,1906-10-20,1906,10,20,F.O Noome,
09f19d85-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,49065,,"20/04/1976_Etengua, 45 Km Ne","Haacke, W.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Amphibia,Anura,Bufonidae,Bufo,gutturalis,,"Bufo gutturalis Power, 1927","Power, 1927",species,accepted,,,Bufo gutturalis,,"Etengua, 45 Km Ne",,,,,DD:20 MM:04 YYYY:1976,1976-04-20,1976,04,20,WD Haacke,
089740b4-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,35195,,"01/08/1968_Loeriefontein, 7 Km Nw, Kamies","Haacke, W.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Pachydactylus,weberi,,"Pachydactylus weberi Roux, 1907","Roux, 1907",species,accepted,,,Pachydactylus weberi,,"Loeriefontein, 7 Km Nw, Kamiesberg",,,,,DD:0 MM:08 YYYY:1968,1968-08,1968,08,,WD Haacke,
089fb8a0-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,35758,,"11/07/1969_Farm Rietkuil, 972","Mosich, G.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Ptenopus,,Ptenopus garrulus,Ptenopus garrulus garrulus,,subspecies,accepted,,,Ptenopus garrulus garrulus,,"Farm Rietkuil, 972",,,,,DD:11 MM:07 YYYY:1969,1969-07-11,1969,07,11,G MOSICH,
2f7507a9-0c80-4f4d-9434-6868d72de1eb,PreservedSpecimen,2018-10-03T14:47:25.000Z,Ditsong,Herpetology,83257,,,"Owen, C.R.",,individuals,Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Lamprophiidae,Psammophis,trigrammus,,"Psammophis trigrammus Günther, 1865","Günther, 1865",species,accepted,,,Psammophis trigrammus,,"Farm Geinatsef,65 Outjo dist",,,,,Year: 2000; Month: 03; Day: 30,2000-03-30,2000,03,30,,
05f34445-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,5416,,no_date_Krabbefontein,Breyer,1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Lamprophiidae,Psammophylax,rhombeatus,,"Psammophylax rhombeatus (Linnaeus, 1758)","(Linnaeus, 1758)",species,accepted,,,Psammophylax rhombeatus,"23° 45' S 30° 15' E",Krabbefontein,-23.7500000000,30.2500000000,administrator,Unchecked,DD:0 MM:0 YYYY:0,,,,,Dr Breyer,
0811ca72-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,29287,,01/02/1964_Chigubo,"Haacke, W.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Elapidae,Elapsoidea,sundevallii,,"Elapsoidea sundevallii Smith, 1848","Smith, 1848",species,accepted,,,check determination,"22° 50' S 33° 30' E",Chigubo,-22.8333333333,33.5000000000,administrator,Unchecked,DD:0 MM:02 YYYY:1964,1964-02,1964,02,,WD Haacke,
09aced83-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,43432,,"01/06/1970_Farm Amsterdam, 116","Swanepoel, P.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Lacertidae,Pedioplanis,,Pedioplanis lineoocellata,Pedioplanis lineoocellata lineoocellata,,subspecies,accepted,,,Pedioplanis lineoocellata lineoocellata,"23° 19' S 29° 24' E","Farm Amsterdam, 116",-23.3166666666,29.4000000000,administrator,Unchecked,DD:0 MM:06 YYYY:1970,1970-06,1970,06,,P SWANEPOEL,
0cd682df-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,71172,,"26/01/1992_Aus-Rotkuppe, Btwn","Herrman | Sattler, V.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Chondrodactylus,,Chondrodactylus angulifer,Chondrodactylus angulifer namibensis,,subspecies,accepted,,,Chondrodactylus angulifer,"26° 35' S 15° 10' E","Aus-Rotkuppe, Btwn",-26.5833333333,15.1666666666,administrator,Unchecked,DD:26-29 MM:01 YYYY:1992,1992-01-26,1992,01,26,SATTLER & HERRMANN,
0bcacd5e-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,64604,,31/08/1985_Durack Riv.gibb Riv. Rd,"Greer, A.E.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Diplodactylus,stenodactylus,,Diplodactylus stenodactylus,,species,accepted,,,Diplodactylus stenodactylus,"15° 58' S 127° 23' E",Durack Riv.gibb Riv. Rd,-15.9666666666,127.3833333333,administrator,Unchecked,DD:31 MM:08 YYYY:1985,1985-08-31,1985,08,31,AE Greer,
0a736f01-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,56364,,28/10/1982_Ugab River Tributary,"Erb, K.P.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Lacertidae,Pedioplanis,gaerdesi,,"Pedioplanis gaerdesi (Mertens, 1954)","(Mertens, 1954)",species,accepted,,,Pedioplanis gaerdesi,"20° 56' S 14° 32' E",Ugab River Tributary,-20.9333333333,14.5333333333,administrator,Unchecked,DD:28 MM:10 YYYY:1982,1982-10-28,1982,10,28,K P ERB,
08235015-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,30324,,"30/12/1964_Marakabais, 8 Km E-Maseru","Haacke, W.D. | Kulbe, J.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Cordylidae,Pseudocordylus,,Pseudocordylus melanotus,"Pseudocordylus melanotus subviridis Visser, 1984","Visser, 1984",subspecies,accepted,,,Pseudocordylus melanotus subviridis,,"Marakabais, 8 Km E-Maseru",,,,,DD:30 MM:12 YYYY:1964,1964-12-30,1964,12,30,WD Haacke & J Kulbe,
05c4adb5-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,1227,,11/01/1911_De Kroon,"van Dam, J.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Lygodactylus,,Lygodactylus capensis,Lygodactylus capensis capensis,,subspecies,accepted,,,Lygodactylus capensis capensis,"25° 38' S 28° 49' E",De Kroon,-25.6333333333,28.8166666666,administrator,Unchecked,DD:11 MM:01 YYYY:1911,1911-01-11,1911,01,11,J.H. van Dam,
79cdfa2f-78df-4243-b612-659fbb1a2a81,PreservedSpecimen,2018-11-30T10:58:26.000Z,Ditsong,Herpetology,4388,,,"Barbour, J.",,,,Animalia,Chordata,Reptilia,Squamata,Opluridae,Chalarodon,madagascariensis,,"Chalarodon madagascariensis (Peters, 1854)","(Peters, 1854)",species,accepted,,,Bhalarodon madagascarensis,,"Julear, Southern Madagascar",,,,,,1921-03-01,1921,03,01,,
d32d3117-8d1a-424e-a2dd-d439ff7fbc5e,PreservedSpecimen,2018-10-03T14:44:08.000Z,Ditsong,Herpetology,82978,,,"Haacke, K.O.",,individuals,Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Lygodactylus,capensis,,"Lygodactylus capensis (Smith, 1849)","(Smith, 1849)",species,accepted,,,Lygodactylus capensis,"26° 47' S 37° 53' E","Ponta Malongane,Manhocia",-26.7833300000,37.8833300000,,,Year: 1999; Month: 11; Day: 18-21,1999-11-18/21,1999,11,,,
08dea3bf-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,41672,,19/02/1972_Farm Leeuwfontein,"Swanepoel, W.F.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Lamprophiidae,Atractaspis,bibronii,,"Atractaspis bibronii Smith, 1849","Smith, 1849",species,accepted,,,Atractaspis bibronii,"25° 9' S 28° 51' E",Farm Leeuwfontein,-25.1500000000,28.8500000000,administrator,Unchecked,DD:19 MM:02 YYYY:1972,1972-02-19,1972,02,19,WF SWANEPOEL,
0b34794d-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,57005,,12/03/1983_Dukuduku Forest (born to Femal,"Bodbijl, T.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Viperidae,Bitis,gabonica,,"Bitis gabonica (Duméril, Bibron & Duméril, 1854)","(Duméril, Bibron & Duméril, 1854)",species,accepted,,,Bitis gabonica,"28° 21' S 32° 21' E",Dukuduku Forest (born to Female From),-28.3500000000,32.3500000000,administrator,Unchecked,DD:12 MM:03 YYYY:1983,1983-03-12,1983,03,12,T Bodbyl,
0a5ffe90-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,54465,,"25/12/1980_Kolmanskop, 13 Km, Aus","Haacke, W.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Palmatogecko,rangei,,"Palmatogecko rangei Andersson, 1908","Andersson, 1908",species,accepted,,,Palmatogecko rangei,"26° 42' S 15° 20' E","Kolmanskop, 13 Km, Aus",-26.7000000000,15.3333333333,administrator,Unchecked,DD:25 MM:12 YYYY:1980,1980-12-25,1980,12,25,WD Haacke,
073eba72-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,24396,,01/09/1956_Lungo,"Koch, C.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Lacertidae,Heliobolus,lugubris,,"Heliobolus lugubris (Smith, 1838)","(Smith, 1838)",species,accepted,,,Heliobolus lugubris,"14° 40' S 13° 15' E",Lungo,-14.6666666666,13.2500000000,administrator,Unchecked,DD:0 MM:09 YYYY:1956,1956-09,1956,09,,C Koch,
0a0712d5-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,51026,,29/11/1955_Johannesburg,Zumpt,1,individuals,1 Ethanol (70%),Animalia,Chordata,Amphibia,Anura,Pyxicephalidae,Pyxicephalus,,Pyxicephalus adspersus,Pyxicephalus adspersus adspersus,,subspecies,accepted,,,Pyxicephalus adspersus adspersus,"26° 12' S 28° 5' E",Johannesburg,-26.2000000000,28.0833333333,administrator,Unchecked,DD:29 MM:11 YYYY:1955,1955-11-29,1955,11,29,Zumpt,
209a8d06-c7af-44dc-a5d1-93c84996188e,PreservedSpecimen,2018-10-03T10:17:04.000Z,Ditsong,Herpetology,50578,,,"Odendaal, F.",,individuals,Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Lacertidae,Meroles,suborbitalis,,"Meroles suborbitalis (Peters, 1869)","(Peters, 1869)",species,accepted,,,Meroles suborbitalis,,"S.E of Klinghardtberge Edge, Diamond Area 1, Namibia",,,,,Year: 1977; Month: 04; Day: 15,1977-04-15,1977,04,15,,
073a722e-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,23958,,01/08/1954_Mile 66,"Koch, C.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Lacertidae,Meroles,reticulatus,,"Meroles reticulatus (Bocage, 1867)","(Bocage, 1867)",species,accepted,,,Meroles reticulatus,,Mile 66,,,,,DD:0 MM:08 YYYY:1954,1954-08,1954,08,,C Koch,
09223dd0-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,42756,,03/03/1973_Port Shepstone,"Ruegg, J.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Typhlopidae,Typhlops,bibronii,,"Typhlops bibronii Boulenger, 1887","Boulenger, 1887",species,accepted,,,Typhlops bibronii,,Port Shepstone,,,,,DD:03 MM:03 YYYY:1973,1973-03-03,1973,03,03,J. RUEGG,
0725acc9-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,20701,,01/10/1941_Karibib,"Roberts, A.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Scincidae,Trachylepis,,Trachylepis variegata,Trachylepis variegata variegata,,subspecies,accepted,,,Trachylepis variegata variegata,"21° 56' S 15° 51' E",Karibib,-21.9333333333,15.8500000000,administrator,Unchecked,DD:0 MM:10 YYYY:1941,1941-10,1941,10,,A Roberts,
0a3e15dc-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,51493,,10/03/1978_Ongongo Agricultural College,"van Jaarsveld, E.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Scincidae,Mabuya,,Mabuya striata,Mabuya striata wahlbergii,,subspecies,accepted,,,Trachylepis striata wahlbergii,"17° 40' S 15° 18' E",Ongongo Agricultural College,-17.6666666666,15.3000000000,administrator,Unchecked,DD:10 MM:03 YYYY:1978,1978-03-10,1978,03,10,E VAN JAARSVELD,
09b21810-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,43916,,17/07/1973_Farm Waaihoek,"Oberholzer, S.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Palmatogecko,rangei,,"Palmatogecko rangei Andersson, 1908","Andersson, 1908",species,accepted,,,Palmatogecko rangei,"26° 38' S 19° 9' E",Farm Waaihoek,-26.6333333333,19.1500000000,administrator,Unchecked,DD:17 MM:07 YYYY:1973,1973-07-17,1973,07,17,S OBERHOLZER,
077d1e12-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,27153,,14/04/1962_Kranskop,Haacke | Lawrence,1,individuals,1 Ethanol (70%),Animalia,Chordata,Amphibia,Anura,Arthroleptidae,Arthroleptis,wahlbergii,,"Arthroleptis wahlbergii Smith, 1849","Smith, 1849",species,accepted,,,Arthroleptis wahlbergi,"28° 58' S 30° 51' E",Kranskop,-28.9666666666,30.8500000000,administrator,Unchecked,DD:14 MM:04 YYYY:1962,1962-04-14,1962,04,14,"Lawrence, Haacke",
b0ba9215-3758-4025-ae16-e208d9fc11fe,PreservedSpecimen,2018-11-30T10:56:29.000Z,Ditsong,Herpetology,67691,,,"Marais, J.D.W.",,,,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Pachydactylus,capensis,,"Pachydactylus capensis (Smith, 1846)","(Smith, 1846)",species,accepted,,,Pachydacylus capensis affinis,,"Pilansberg National Park, Mankwe district, Botswana",,,,,,1986-05-04,1986,05,04,,
0cfc7ff5-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,74272,J1288,22/02/1979_Farm Paardeplaats 101,"Jacobsen, N.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Cordylidae,Pseudocordylus,melanotus,,"Pseudocordylus melanotus (Smith, 1838)","(Smith, 1838)",species,accepted,,,Pseudocordylus melanotus,,Farm Paardeplaats 101,,,,,DD:22 MM:02 YYYY:1979,1979-02-22,1979,02,22,NHG Jacobsen,
06d0c40e-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,16218,,01/12/1935_Mount Selinda,"van Son, G. | White",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Rhampholeon,marshalli,,"Rhampholeon marshalli Boulenger, 1906","Boulenger, 1906",species,accepted,,,Rhampholeon marshalli,,Mount Selinda,,,,,DD:0 MM:12 YYYY:1935,1935-12,1935,12,,VAN SON & WHITE,
d4b0ef66-95a2-4a7f-bbfd-1e343d498ce5,PreservedSpecimen,2018-10-03T10:27:17.000Z,Ditsong,Herpetology,62794,,,"Haacke, W.D.",,individuals,Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Colubridae,Crotaphopeltis,hotamboeia,,"Crotaphopeltis hotamboeia (Laurenti, 1768)","(Laurenti, 1768)",species,accepted,,,Crotaphopeltis h.hotamboeia,,Garstfontein Pretoria,,,,,Year: 1985; Month: 01,1985-01-01,1985,01,01,,
0b4fffc5-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,59177,,"15/01/1980_Farm Varkfontein, 141","Jacobsen, N.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Scincidae,Scelotes,,Scelotes limpopoensis,Scelotes limpopoensis limpopoensis,,subspecies,accepted,,,Scelotes limpopoensis limpopoensis,,"Farm Varkfontein, 141",,,,,DD:15 MM:01 YYYY:1980,1980-01-15,1980,01,15,NHG Jacobsen,
0d1e39a6-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,76715,,27/01/1979_Matiwa Lookout,"Jacobsen, N.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Scincidae,Panaspis,wahlbergii,,Panaspis wahlbergii,,species,accepted,,,Panaspis wahlbergii,,Matiwa Lookout,,,,,DD:27 MM:01 YYYY:1979,1979-01-27,1979,01,27,NHG Jacobsen,
1efec0a8-dc5a-4c1b-af31-93d23854935e,PreservedSpecimen,2018-10-03T10:05:45.000Z,Ditsong,Herpetology,42456,,,"Brown, H.D.",,individuals,Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Lacertidae,Meroles,suborbitalis,,"Meroles suborbitalis (Peters, 1869)","(Peters, 1869)",species,accepted,,,Meroles suborbitalis,,"13km NE of Brandkaross,Richtersveld",,,,,Year: 1972; Month: 10; Day: 10,1972-10-10,1972,10,10,,
0712d1d2-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,18772,,01/12/1937_Vumba Mountains,"Fitzsimmons, V.F.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Amphibia,Anura,Bufonidae,Bufo,gutturalis,,"Bufo gutturalis Power, 1927","Power, 1927",species,accepted,,,Bufo gutturalis,,Vumba Mountains,,,,,DD:0 MM:12 YYYY:1937,1937-12,1937,12,,V FITZSIMONS,
072addf1-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,21373,,"01/10/1944_Brooklyn, Pretoria",Kemsley,1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Lamprophiidae,Atractaspis,bibronii,,"Atractaspis bibronii Smith, 1849","Smith, 1849",species,accepted,,,Atractaspis bibronii,"25° 46' S 28° 14' E","Brooklyn, Pretoria",-25.7666666666,28.2333333333,administrator,Unchecked,DD:0 MM:10 YYYY:1944,1944-10,1944,10,,Mr KEMSLEY,
692a4dfb-57d9-42ae-b11c-18caa2d4e8ed,PreservedSpecimen,2018-10-03T14:47:27.000Z,Ditsong,Herpetology,83265,,,Killian,,individuals,Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,,Varanus albigularis,Varanus albigularis albigularis,,subspecies,accepted,,,Varanus albigularis albigularis,,"Lynwood Ridge,Pretoria",,,,,Year: 2000; Month: 03,2000-03-01,2000,03,01,,
05e0dd2f-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,3449,,20/02/1916_Roodeplaat,"van Dam, G.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Pachydactylus,capensis,,"Pachydactylus capensis (Smith, 1846)","(Smith, 1846)",species,accepted,,,Pachydactylus capensis,,Roodeplaat,,,,,DD:20 MM:02 YYYY:1916,1916-02-20,1916,02,20,G van Dam,
0bd35539-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,65383,,24/08/1974_Homeb,"Stuart, C.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Lacertidae,Meroles,cuneirostris,,"Meroles cuneirostris (Strauch, 1867)","(Strauch, 1867)",species,accepted,,,Meroles cuneirostris,"23° 38' S 15° 11' E",Homeb,-23.6333333333,15.1833333333,administrator,Unchecked,DD:24 MM:08 YYYY:1974,1974-08-24,1974,08,24,C STUART,
ac424267-574a-4b9f-af92-7e09458d3de0,PreservedSpecimen,2018-10-03T10:08:00.000Z,Ditsong,Herpetology,43426,,,"Swanepoel, P.",,individuals,Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Pachydactylus,capensis,,"Pachydactylus capensis (Smith, 1846)","(Smith, 1846)",species,accepted,,,Pachydactylus c.capensis,,farm Amsterdam,,,,,Year: 1970; Month: 06,1970-06-01,1970,06,01,,
0cf06643-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,73337,JN511,08/12/1978_Ep Helm,"Jacobsen, N.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Scincidae,Trachylepis,,Trachylepis striata,Trachylepis striata striata,,subspecies,accepted,,,Trachylepis striata striata,,Ep Helm,,,,,DD:8 MM:12 YYYY:1978,1978-12-08,1978,12,08,NHG Jacobsen,
0608df87-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,7226,,"01/07/1915_Komati River, Machabezana","van Dam, G.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Amphibia,Anura,Phrynobatrachidae,Phrynobatrachus,natalensis,,"Phrynobatrachus natalensis (Smith, 1849)","(Smith, 1849)",species,accepted,,,Phrynobatrachus natalensis,,"Komati River, Machabezana",,,,,DD:0 MM:07 YYYY:1915,1915-07,1915,07,,G van Dam,
0a55e318-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,53584,,01/12/1979_Hibberdine,"Gresse, Z.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Lygodactylus,,Lygodactylus capensis,Lygodactylus capensis capensis,,subspecies,accepted,,,Lygodactylus capensis capensis,,Hibberdine,,,,,DD:?? MM:12 YYYY:1979,1979-12,1979,12,,Z GRESSE,
0e2acba2-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,82309,,16/12/1996_Molopo Nature Reserve,"Haacke, W.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Scincidae,Trachylepis,occidentalis,,"Trachylepis occidentalis (Peters, 1867)","(Peters, 1867)",species,accepted,,,Trachylepis occidentalis,"25° 46' S 22° 56' E",Molopo Nature Reserve,-25.7666666666,22.9333333333,administrator,Unchecked,DD:16 MM:12 YYYY:1996,1996-12-16,1996,12,16,WD Haacke,
0a50f7c9-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,53182,,"01/05/1979_Elizabeth Bay, 6 Km Kolmanskop","Haacke, W.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Lacertidae,Meroles,knoxii,,"Meroles knoxii (Milne-edwards, 1829)","(Milne-edwards, 1829)",species,accepted,,,Meroles knoxii,,"Elizabeth Bay, 6 Km Kolmanskop",,,,,DD:0 MM:05 YYYY:1979,1979-05,1979,05,,WD Haacke,
08151400-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,29529,,01/01/1964_Boane,"Haacke, W.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Amphibia,Anura,Hyperoliidae,Kassina,maculata,,"Kassina maculata (Duméril, 1853)","(Duméril, 1853)",species,accepted,,,Kassina maculata,,Boane,,,,,DD:0 MM:01 YYYY:1964,1964-01,1964,01,,WD Haacke,
0a45921c-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,52135,,"09/05/1978_Farm Trevenna, 119","Harrington, A.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Leptotyphlopidae,Leptotyphlops,longicaudus,,Leptotyphlops longicaudus,,species,accepted,,,Leptotyphlops longicaudus,"22° 33' S 30° 25' E","Farm Trevenna, 119",-22.5500000000,30.4166666666,administrator,Unchecked,DD:09 MM:05 YYYY:1978,1978-05-09,1978,05,09,A Harrington,
