dwc:occurrenceID,dwc:basisOfRecord,dcterms:modified,dwc:institutionCode,dwc:collectionCode,dwc:catalogNumber,dwc:recordNumber,dwc:fieldNumber,dwc:recordedBy,dwc:organismQuantity,dwc:organismQuantityType,dwc:preparations,dwc:kingdom,dwc:phylum,dwc:class,dwc:order,dwc:family,dwc:genus,dwc:specificEpithet,dwc:infraspecificEpithet,dwc:scientificName,dwc:scientificNameAuthorship,dwc:taxonRank,dwc:taxonomicStatus,dwc:typeStatus,dwc:identifiedBy,dwc:identificationRemarks,dwc:verbatimCoordinates,dwc:locality,dwc:decimalLatitude,dwc:decimalLongitude,dwc:georeferencedBy,dwc:georeferenceVerificationStatus,dwc:verbatimEventDate,dwc:eventDate,dwc:year,dwc:month,dwc:day,dwc:eventRemarks,dwc:occurrenceRemarks
0d16eb8b-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,76107,,"no_date_Farm Diepgelegen, 945","Jacobsen, N.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Bradypodion,transvaalense,,"Bradypodion transvaalense (Fitzsimons, 1930)","(Fitzsimons, 1930)",species,accepted,,,Bradypodion transvaalense,,"Farm Diepgelegen, 945",,,,,DD:0 MM:0 YYYY:0,,,,,NHG Jacobsen,
06c782be-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,15396,,28/04/1933_Luderitzbucht,"Fitzsimmons, V.F.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Lacertidae,Pedioplanis,,Pedioplanis lineoocellata,Pedioplanis lineoocellata lineoocellata,,subspecies,accepted,,,Pedioplanis lineoocellata lineoocellata,"26° 38' S 15° 9' E",Luderitzbucht,-26.6333333333,15.1500000000,administrator,Unchecked,DD:28 MM:04 YYYY:1933,1933-04-28,1933,04,28,V FITZSIMONS,
08146e68-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,29456,,01/03/1964_Vundica,"Haacke, W.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Leptotyphlopidae,Leptotyphlops,distanti,,"Leptotyphlops distanti (Boulenger, 1892)","(Boulenger, 1892)",species,accepted,,,Leptotyphlops distanti,,Vundica,,,,,DD:0 MM:03 YYYY:1964,1964-03,1964,03,,WD Haacke,
d32a3a93-9e5c-41de-823d-b20f414ddea5,PreservedSpecimen,2018-10-03T14:58:25.000Z,Ditsong,Herpetology,84345,E.S760,,"Scott, E. | Schmidt, W.",,individuals,Ethanol (70%),Animalia,Chordata,Amphibia,Anura,Pyxicephalidae,Cacosternum,nanum,,"Cacosternum nanum Boulenger, 1887","Boulenger, 1887",species,accepted,,,Cacosternum nanum,"27° 51' S 31° 20' E","Tygerskloof Plantation,fringing vegetation around dam",-27.8500000000,31.3333300000,,,Year: 2002; Month: 10; Day: 28,2002-10-28,2002,10,28,,
08c2fc4b-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,39284,,20/10/1970_Schuckmansburg,"Strydom, A.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Scincidae,Mabuya,,Mabuya striata,Mabuya striata wahlbergii,,subspecies,accepted,,,Trachylepis striata wahlbergii,"17° 32' S 24° 34' E",Schuckmansburg,-17.5333333333,24.5666666666,administrator,Unchecked,DD:20 MM:10 YYYY:1970,1970-10-20,1970,10,20,A Strydom,
08c0f079-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,39085,,03/05/1970_Karlowas Hut,"Haacke, W.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Rhoptropus,afer,,"Rhoptropus afer Peters, 1869","Peters, 1869",species,accepted,,,Rhoptropus afer,"18° 15' S 12° 1' E",Karlowas Hut,-18.2500000000,12.0166666666,administrator,Unchecked,DD:03 MM:05 YYYY:1970,1970-05-03,1970,05,03,WD Haacke,
09206765-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,42632,,"01/09/1969_Farm Amsterdam, 116","Swanepoel, P.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Scincidae,Lygosoma,,Lygosoma sundevalli,Lygosoma sundevalli sundevalli,,subspecies,accepted,,,Lygosoma sundevallii sundevallii,"23° 19' S 29° 24' E","Farm Amsterdam, 116",-23.3166666666,29.4000000000,administrator,Unchecked,DD:0 MM:09 YYYY:1969,1969-09,1969,09,,P SWANEPOEL,
088df760-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,34364,,01/12/1965_Cavalo,"Broadley, D.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Lacertidae,Holaspis,,Holaspis guentheri,Holaspis guentheri laevis,,subspecies,accepted,,,Holaspis guentheri laevis,,Cavalo,,,,,DD:0 MM:12 YYYY:1965,1965-12,1965,12,,DG Broadley,
aec40e96-d8d3-498c-93b0-1e7865c9f08f,PreservedSpecimen,2018-11-30T10:58:43.000Z,Ditsong,Herpetology,64689,,,"Vavies, R.",,,,Animalia,Chordata,Reptilia,Squamata,Leptotyphlopidae,Leptotyphlops,,Leptotyphlops scutifrons,Leptotyphlops scutifrons scutifrons,,subspecies,accepted,,,Leptotephlops s. scutifrons,,"Mantuma, Mkuzi Game Reserve, Natal",,,,,,1985-07-24,1985,07,24,,
0d5f8988-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,77109,,"19/05/1982_Farm Beauley, 260","Jacobsen, N.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Scincidae,Trachylepis,varia,,"Trachylepis varia (Peters, 1867)","(Peters, 1867)",species,accepted,,,Trachylepis varia,"23° 5' S 28° 50' E","Farm Beauley, 260",-23.0833333333,28.8333333333,administrator,Unchecked,DD:19 MM:05 YYYY:1982,1982-05-19,1982,05,19,NHG Jacobsen,
0bd47faa-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,65452,,01/11/1974_Kamberge E of SE Corner of,"Stuart, C.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Lacertidae,Meroles,cuneirostris,,"Meroles cuneirostris (Strauch, 1867)","(Strauch, 1867)",species,accepted,,,Meroles cuneirostris,"23° 37' S 15° 45' E",Kamberge E of SE Corner of,-23.6166666666,15.7500000000,administrator,Unchecked,DD:01 MM:11 YYYY:1974,1974-11-01,1974,11,01,C STUART,
0badedb7-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,62137,,02/02/1981_Nylsvley Nature Reserve,"Jacobsen, N.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Lamprophiidae,Amblyodipsas,,Amblyodipsas polylepis,Amblyodipsas polylepis polylepis,,subspecies,accepted,,,Amblyodipsas polylepis polylepis,"24° 40' S 28° 42' E",Nylsvley Nature Reserve,-24.6666666666,28.7000000000,administrator,Unchecked,DD:02 MM:02 YYYY:1981,1981-02-02,1981,02,02,NHG Jacobsen,
0a61a661-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,54604,,23/11/1980_Farm Castleden,"Oatley, T.B.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Typhlopidae,Typhlops,bibronii,,"Typhlops bibronii Boulenger, 1887","Boulenger, 1887",species,accepted,,,Typhlops bibronii,,Farm Castleden,,,,,DD:23 MM:11 YYYY:1980,1980-11-23,1980,11,23,T. OATLEY,
06c62818-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,14987,,13/02/1933_Waterpoort,Bronkhorst,1,individuals,1 Ethanol (70%),Animalia,Chordata,Amphibia,Anura,Microhylidae,Phrynomantis,bifasciatus,,"Phrynomantis bifasciatus (Smith, 1847)","(Smith, 1847)",species,accepted,,,Phrynomantis bifasciatus,"22° 54' S 29° 37' E",Waterpoort,-22.9000000000,29.6166666666,administrator,Unchecked,DD:13 MM:02 YYYY:1933,1933-02-13,1933,02,13,Bronkhorst,
0a49dc44-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,52560,,01/12/1978_Mabyeni Hill,"Jacobsen, N.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Amphisbaenidae,Chirindia,,Chirindia langi,Chirindia langi langi,,subspecies,accepted,,,Chirindia langi langi,"22° 21' S 31° 5' E",Mabyeni Hill,-22.3500000000,31.0833333333,administrator,Unchecked,DD:0 MM:12 YYYY:1978,1978-12,1978,12,,NHG Jacobsen,
0b4a76db-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,58476,,25/03/1979_Farm Urk,"Jacobsen, N.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Homopholis,walbergii,,"Homopholis walbergii (Smith, 1849)","(Smith, 1849)",species,accepted,,,Homopholis wahlbergii,,Farm Urk,,,,,DD:25 MM:03 YYYY:1979,1979-03-25,1979,03,25,NHG Jacobsen,
0cb6a039-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,67557,,20/03/1988_Futululu Research Station,"Haagner, G.V.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Pythonidae,Python,natalensis,,"Python natalensis Smith, 1840","Smith, 1840",species,accepted,,,Python natalensis,"28° 26' S 32° 17' E",Futululu Research Station,-28.4333333333,32.2833333333,administrator,Unchecked,DD:20 MM:03 YYYY:1988,1988-03-20,1988,03,20,G HAAGNER,
0cfd34ed-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,74306,N3107,16/12/1979_Farm Zandput,"Jacobsen, N.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Agamidae,Acanthocercus,atricollis,,"Acanthocercus atricollis (Smith, 1849)","(Smith, 1849)",species,accepted,,,Acanthocerus atricollis,,Farm Zandput,,,,,DD:16 MM:12 YYYY:1979,1979-12-16,1979,12,16,NHG Jacobsen,
cc66ea1d-45f8-4afb-8061-4d6b38c7db71,PreservedSpecimen,2018-10-03T10:16:59.000Z,Ditsong,Herpetology,50532,,,"Odendaal, F.",,individuals,Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Lacertidae,Meroles,suborbitalis,,"Meroles suborbitalis (Peters, 1869)","(Peters, 1869)",species,accepted,,,Meroles suborbitalis,,"14km off Bogenfels road to Klinghardtberge, Diamond Area 1, Namibia",,,,,Year: 1977; Month: 04; Day: 13,1977-04-13,1977,04,13,,
fef5bea4-633c-4f9b-8326-21d533da9b06,PreservedSpecimen,2018-10-03T09:49:17.000Z,Ditsong,Herpetology,31621,,,"Haacke, K.",,individuals,Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Pachydactylus,bibronii,,"Pachydactylus bibronii Boulenger, 1885","Boulenger, 1885",species,accepted,,,Pachydactylus bibronii,,"Farm De Waal, nr Leonardville, Gobabis dist, Namibia, S.W.A",,,,,Year: 1965; Month: 08,1965-08-01,1965,08,01,,
077c0556-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,27032,,"13/11/1961_Tierputs, 64 Km SW of Ghanzi","Haacke, W.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Lygodactylus,bradfieldi,,"Lygodactylus bradfieldi Hewitt, 1932","Hewitt, 1932",species,accepted,,,Lygodactylus bradfieldi,,"Tierputs, 64 Km SW of Ghanzi",,,,,DD:13 MM:11 YYYY:1961,1961-11-13,1961,11,13,WD Haacke,
06aae396-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,12908,,"01/10/1927_Farm Zeekoegat, 12","Lang, H.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Scincidae,Panaspis,wahlbergii,,Panaspis wahlbergii,,species,accepted,,,Panaspis wahlbergii,"24° 4' S 31° 6' E","Farm Zeekoegat, 12",-24.0666666666,31.1000000000,administrator,Unchecked,DD:? MM:10 YYYY:1927,1927-10,1927,10,,H Lang,
0bc16311-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,63801,,21/08/1983_Cedarberg,"Endrödy-Younga, S.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Lacertidae,Meroles,knoxii,,"Meroles knoxii (Milne-edwards, 1829)","(Milne-edwards, 1829)",species,accepted,,,Meroles knoxii,"32° 29' S 19° 22' E",Cedarberg,-32.4833333333,19.3666666666,administrator,Unchecked,DD:21 MM:08 YYYY:1983,1983-08-21,1983,08,21,S ENDRODY YOUNGA,
0b69880b-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,61214,,"20/08/1978_Farm Malamala, 359","Jacobsen, N.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Hemidactylus,mabouia,,"Hemidactylus mabouia (Moreau De Jonnès, 1818)","(Moreau De Jonnès, 1818)",species,accepted,,,Hemidactylus mabouia,"24° 48' S 31° 34' E","Farm Malamala, 359",-24.8000000000,31.5666666666,administrator,Unchecked,DD:20 MM:08 YYYY:1978,1978-08-20,1978,08,20,NHG Jacobsen,
0d6deab7-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,78483,N985,21/03/1979_Farm Hackthorne,"Jacobsen, N.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Lacertidae,Pedioplanis,,Pedioplanis lineoocellata,Pedioplanis lineoocellata lineoocellata,,subspecies,accepted,,,Pedioplanis lineoocellata lineoocellata,,Farm Hackthorne,,,,,DD:21 MM:03 YYYY:1979,1979-03-21,1979,03,21,NHG Jacobsen,
09e32c1f-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,47764,,29/12/1975_Sanitatas,"Odendaal, F.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Amphibia,Anura,Pyxicephalidae,Tomopterna,cryptotis,,"Tomopterna cryptotis (Boulenger, 1907)","(Boulenger, 1907)",species,accepted,,,Tomopterna cryptotis,"18° 15' S 12° 41' E",Sanitatas,-18.2500000000,12.6833333333,administrator,Unchecked,DD:29 MM:12 YYYY:1975,1975-12-29,1975,12,29,F Odendaal,
05e04735-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,3363,,01/01/1916_Vygeboom,"van Dam, G.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Agamidae,Agama,,Agama aculeata,"Agama aculeata distanti (Boulenger, 1902)","(Boulenger, 1902)",subspecies,accepted,,,Agama aculeata distanti,"24° 47' S 28° 24' E",Vygeboom,-24.7833333333,28.4000000000,administrator,Unchecked,DD:0 MM:01 YYYY:1916,1916-01,1916,01,,G van Dam,
06137e85-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,8143,,31/10/1908_Pretoria,Gunning,1,individuals,1 Ethanol (70%),Animalia,Chordata,Amphibia,Anura,Bufonidae,Schismaderma,carens,,"Schismaderma carens (Smith, 1848)","(Smith, 1848)",species,accepted,,,Schismaderma carens,"25° 41' S 28° 13' E",Pretoria,-25.6833333333,28.2166666666,administrator,Unchecked,DD:31 MM:10 YYYY:1908,1908-10-31,1908,10,31,Gunning,
072716ab-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,20815,,23/01/1942_Weenen,"Thomasett, H.P.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Agamidae,Agama,armata,,"Agama armata Peters, 1855","Peters, 1855",species,accepted,,,Agama armata,"28° 51' S 30° 5' E",Weenen,-28.8500000000,30.0833333333,administrator,Unchecked,DD:23 MM:01 YYYY:1942,1942-01-23,1942,01,23,HPT THORNASSETT,
0e398497-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,85370,TJH657,10/04/2004_Suikerbosrand Nature Reserve,"Hibbits, T.J.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Lamprophiidae,Lycophidion,,Lycophidion capense,Lycophidion capense capense,,subspecies,accepted,,,Lycophidion capensis capensis,"26° 29' 19"" S 28° 9' 56"" E",Suikerbosrand Nature Reserve,-26.4886111111,28.1655555555,administrator,Unchecked,DD:10 MM:04 YYYY:2004,2004-04-10,2004,04,10,TJ Hibbits,
06119c84-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,7924,,01/10/1917_Klawer,Roberts,1,individuals,1 Ethanol (70%),Animalia,Chordata,Amphibia,Anura,Bufonidae,Bufo,rangeri,,"Bufo rangeri Hewitt, 1935","Hewitt, 1935",species,accepted,,,Bufo rangeri,"31° 46' S 18° 37' E",Klawer,-31.7666666666,18.6166666666,administrator,Unchecked,DD:0 MM:10 YYYY:1917,1917-10,1917,10,,Roberts,
0ce98d30-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,72755,N2104,24/04/1979_Farm Graaf Reinet,"Jacobsen, N.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Pachydactylus,punctatus,,"Pachydactylus punctatus Peters, 1854","Peters, 1854",species,accepted,,,Pachydactylus punctatus,,Farm Graaf Reinet,,,,,DD:24 MM:04 YYYY:1979,1979-04-24,1979,04,24,NHG Jacobsen,
0b374c55-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,57300,,19/12/1983_Manguzi,"Owen, C.R.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Colubridae,Philothamnus,hoplogaster,,"Philothamnus hoplogaster (Günther, 1863)","(Günther, 1863)",species,accepted,,,Philothamnus hoplogaster,"26° 59' S 32° 45' E",Manguzi,-26.9833333333,32.7500000000,administrator,Unchecked,DD:19 MM:12 YYYY:1983,1983-12-19,1983,12,19,C OWEN,
0e180baa-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,80448,,02/08/1995_Milner Street 173 Erf 520,"Endrödy-Younga, S.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Typhlopidae,Typhlops,bibronii,,"Typhlops bibronii Boulenger, 1887","Boulenger, 1887",species,accepted,,,Typhlops bibronii,"25° 46' S 28° 14' E",Milner Street 173 Erf 520,-25.7666666666,28.2333333333,administrator,Unchecked,DD:02 MM:08 YYYY:1995,1995-08-02,1995,08,02,S. ENDRÖDY YOUNGA,
0884ee1b-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,33462,,"06/01/1967_Nossob River, Unions End","Haacke, W.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Scincidae,Mabuya,,Mabuya striata,Mabuya striata sparsa,,subspecies,accepted,,,Trachylepis striata sparsa,,"Nossob River, Unions End",,,,,DD:6 MM:01 YYYY:1967,1967-01-06,1967,01,06,WD Haacke,
0b563063-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,59629,,25/01/1982_Farm Kafferskraal,Peterson,1,individuals,1 Ethanol (70%),Animalia,Chordata,Amphibia,Anura,Bufonidae,Bufo,gutturalis,,"Bufo gutturalis Power, 1927","Power, 1927",species,accepted,,,Bufo gutturalis,,Farm Kafferskraal,,,,,DD:25 MM:01 YYYY:1982,1982-01-25,1982,01,25,Peterson,
0cfb9afe-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,74189,J8609,26/10/1981_Farm Langkloof 356,"Jacobsen, N.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Cordylidae,Pseudocordylus,melanotus,,"Pseudocordylus melanotus (Smith, 1838)","(Smith, 1838)",species,accepted,,,Pseudocordylus melanotus,,Farm Langkloof 356,,,,,DD:26 MM:10 YYYY:1981,1981-10-26,1981,10,26,NHG Jacobsen,
09ef34c2-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,48839,,14/04/1976_Sesfontein,"Haacke, W.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Pachydactylus,fasciatus,,"Pachydactylus fasciatus Boulenger, 1888","Boulenger, 1888",species,accepted,,,Pachydactylus fasciatus,"19° 7' S 13° 37' E",Sesfontein,-19.1166666666,13.6166666666,administrator,Unchecked,DD:14 MM:04 YYYY:1976,1976-04-14,1976,04,14,WD Haacke,
0bd16543-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,65212,,14/04/1986_Ixopo,"Arter, M.C.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Scincidae,Mabuya,varia,,"Mabuya varia Auerbach, 1987","Auerbach, 1987",species,accepted,,,Trachylepis varia,"30° 9' S 30° 3' E",Ixopo,-30.1500000000,30.0500000000,administrator,Unchecked,DD:14 MM:04 YYYY:1986,1986-04-14,1986,04,14,MC ARTER,
0b376af9-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,57309,,"16/07/1983_Farm Namseb, 24","Owen, C.R.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Chondrodactylus,,Chondrodactylus angulifer,Chondrodactylus angulifer angulifer,,subspecies,accepted,,,Chondrodactylus angulifer,"24° 51' S 16° 53' E","Farm Namseb, 24",-24.8500000000,16.8833333333,administrator,Unchecked,DD:16 MM:07 YYYY:1983,1983-07-16,1983,07,16,C OWEN,
0d1a48c6-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,76368,J1251,"01/02/1979_Farm Bluegumspoort, 779","Jacobsen, N.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Scincidae,Panaspis,wahlbergii,,Panaspis wahlbergii,,species,accepted,,,Panaspis wahlbergii,,"Farm Bluegumspoort, 779",,,,,DD:0 MM:02 YYYY:1979,1979-02,1979,02,,NHG Jacobsen,
0a757e92-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,56544,,01/03/1983_Simunye Sugar Estate,"Culverwell, J.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Colubridae,Philothamnus,,Philothamnus semivariegatus,Philothamnus semivariegatus semivariegatus,,subspecies,accepted,,,Philothamnus semivariegatus semivariegatus,"26° 12' S 31° 56' E",Simunye Sugar Estate,-26.2000000000,31.9333333333,administrator,Unchecked,DD:0 MM:03 YYYY:1983,1983-03,1983,03,,J Culverwell,
0cefa237-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,73255,,no_date_Farm Hartz,"Jacobsen, N.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Pachydactylus,bibronii,,"Pachydactylus bibronii Boulenger, 1885","Boulenger, 1885",species,accepted,,,Pachydactylus bibronii,,Farm Hartz,,,,,,,,,,NHG Jacobsen,
0789a4bc-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,28256,,"29/04/1963_Farm Greylingshof, (107)","Haacke, W.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Lacertidae,Pedioplanis,undata,,"Pedioplanis undata (Smith, 1838)","(Smith, 1838)",species,accepted,,,Pedioplanis undata,"23° 30' S 15° 49' E","Farm Greylingshof, (107)",-23.5000000000,15.8166666666,administrator,Unchecked,DD:29 MM:04 YYYY:1963,1963-04-29,1963,04,29,WD Haacke,
032f8c38-5bf4-4047-9634-268578eab186,PreservedSpecimen,2018-10-03T15:01:01.000Z,Ditsong,Herpetology,85714,,,"Whiting, M.J. | Alexander, G.J.",,individuals,Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Cordylidae,Platysaurus,inopinus,,Platysaurus inopinus,,species,accepted,,,Platysaurus o.orientalis,,farm Naaupoort Btwn Dullstroom & Roosenekal Mpumalanga,,,,,Year: 2003; Month: 10; Day: 25,2003-10-25,2003,10,25,,
0cec3e35-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,72985,N9131,22/11/1981_Farm Kafferskraal,"Jacobsen, N.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Scincidae,Trachylepis,,Trachylepis striata,Trachylepis striata punctatissima,,subspecies,accepted,,,Trachylepis striata punctatissima,,Farm Kafferskraal,,,,,DD:22 MM:11 YYYY:1981,1981-11-22,1981,11,22,NHG Jacobsen,
0cdb1e7b-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,71613,,07/12/1991_Mambane,,1,individuals,1 Ethanol (70%),Animalia,Chordata,Amphibia,Anura,Ptychadenidae,Ptychadena,anchietae,,"Ptychadena anchietae (Bocage, 1868)","(Bocage, 1868)",species,accepted,,,Ptychadena anchietae,"26° 46' S 32° 2' E",Mambane,-26.7666666666,32.0333333333,administrator,Unchecked,DD:7 MM:12 YYYY:1991,1991-12-07,1991,12,07,Boycott,
6d9d070a-1881-44c1-a067-7386585c6a6b,PreservedSpecimen,2018-10-03T09:50:37.000Z,Ditsong,Herpetology,31882,,,"Bursell, E.",,individuals,Ethanol (70%),Animalia,Chordata,Amphibia,Anura,Pipidae,Xenopus,laevis,,"Xenopus laevis (Daudin, 1802)","(Daudin, 1802)",species,accepted,,,Xenopus laevis borealis,,(Kalmioni) Kenya,,,,,Year: 1944; Month: 12; Day: 27,1944-12-27,1944,12,27,,
05d41aa3-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,2345,,no_date_No Info,"Glanville, B.J.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Lacertidae,Pedioplanis,laticeps,,"Pedioplanis laticeps (Smith, 1849)","(Smith, 1849)",species,accepted,,,Pedioplanis laticeps,,No Info,,,,,DD:0 MM:? YYYY:?,,,,,BJ GLANVILLE,
0a4dbed4-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,52842,,"04/04/1979_Kharu Gaiseb River, 4 Km Se","Haacke, W.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Rhoptropus,afer,,"Rhoptropus afer Peters, 1869","Peters, 1869",species,accepted,,,Rhoptropus afer,"19° 55' S 13° 10' E","Kharu Gaiseb River, 4 Km Se",-19.9166666666,13.1666666666,administrator,Unchecked,DD:04 MM:04 YYYY:1979,1979-04-04,1979,04,04,WD Haacke,
