taxonid,fullname,currentAuthor,suggestedAuthor,source
3825,Limaria rotundata,"(G.B. II Sowerby, 1843)","(G. B. Sowerby II, 1843)",Catalogue of Life
3826,Limaria tuberculata,"Olivi, 1792","(Olivi, 1792)",Catalogue of Life
3827,Limax flavus,"C. Linnaeus, 1758","Linnaeus, 1758",Catalogue of Life
3828,Limicolaria martensiana,"H.B. Preston, 1913","(E. A. Smith, 1880)",Catalogue of Life
3829,Limopsis chuni,"K.H.J. Thiele & S.G.A. Jaeckel, 1931","Thiele, 1931",Catalogue of Life
3830,Limopsis forskalii,"A. Adams, 1863","A. Adams, 1863",Catalogue of Life
3832,Limopsis straminea,"E.A. Smith, 1885","E. A. Smith, 1885",Catalogue of Life
3833,Linatella caudata,"(J.F. Gmelin, 1791)","(Gmelin, 1791)",Catalogue of Life
3835,Linga carnosa,"R.W. Dunker, 1858","(Dunker, 1865)",Catalogue of Life
3836,Linga roscoeorum,"R.N. Kilburn, 1974","Kilburn, 1974",Catalogue of Life
3838,Lioconcha castrensis,"(C. Linnaeus, 1758)","(Linnaeus, 1758)",Catalogue of Life
3839,Lioconcha ornata,"(L.W. Dillwyn, 1817)","(Dillwyn, 1817)",Catalogue of Life
3840,Lioconcha sulcatina,"J.B.P.A. Lamarck, 1818",Lam.,MCZbase
3841,Liolophura japonica,"(C.E. Lischke, 1873)","(Lischke, 1873)",Catalogue of Life
3846,Lippistes cornu,"(J.F. Gmelin, 1791)","(Gmelin, 1791)",Catalogue of Life
3848,Lischkeia alwinae,"(C.E. Lischke, 1871)","(Lischke, 1871)",Catalogue of Life
3849,Lischkeia argenteonitens,"C.E. Lischke, 1872","(Lischke, 1872)",Catalogue of Life
3851,Leiosolenus bisulcatus,"(d'Orbigny, 1853)","(d'Orbigny, 1853)",Catalogue of Life
3852,Lithophaga curta,"C.E. Lischke, 1874","Lithophaga (Leiosolenus) curta Lischke, 1874",Catalogue of Life
3853,Leiosolenus plumula,"(S.C.T. Hanley, 1843)","(Hanley, 1843)",Catalogue of Life
3854,Litiopa melanostoma,"Rang, 1829","Rang, 1829",Catalogue of Life
3855,Litozamia brazieri,"(J.E. Tenison-Woods, 1876)","(Tenison Woods, 1876)",Catalogue of Life
3857,Littoraria glabrata,"R.A. Philippi, 1846","(Philippi, 1846)",Catalogue of Life
3859,Littorina cincta,"A.A. Gould, 1847","Quoy & Gaimard, 1833",Catalogue of Life
3862,Littorina knysnaensis,"R.A. Philippi, 1847","Littorina (Austrolittorina) knysnaensis (Philippi, 1847)",Catalogue of Life
3863,Littorina lineolata,"C. Linnaeus, 1758","d'Orbigny, 1840",Catalogue of Life
3864,Littorina littoralis,"C. Linnaeus, 1758","(Linnaeus, 1758)",ITIS
3865,Littorina littorea,"(C. Linnaeus, 1758)","(Linnaeus, 1758)",Catalogue of Life
3866,Littorina mespillum,"J.K. Megerle Von Mühlfeld, 1824","(Megerle von Mühlfeld, 1824)",Catalogue of Life
3868,Littorina obtusata,"(C. Linnaeus, 1758)","(Linnaeus, 1758)",Catalogue of Life
3869,Littorina peruviana,"J.B.P.A. Lamarck, 1822","Littorina (Austrolittorina) peruviana (Lamarck, 1822)",Catalogue of Life
3870,Littorina picta,"R.A. Philippi, 1846","Philippi, 1846",Catalogue of Life
3872,Littorina planaxis,"G.B. II Sowerby, 1844","Philippi, 1847",Catalogue of Life
3874,Littorina saxatilis,"W.E. Leach, 1852","(Olivi, 1792)",Catalogue of Life
3875,Littorina scabra,"C. Linnaeus, 1758","(Linnaeus, 1758)",Catalogue of Life
3876,Littorina scutulata,"Gould, 1849","Gould, 1849",Catalogue of Life
3877,Littorina sitkana,"R.A. Philippi, 1846","Philippi, 1846",Catalogue of Life
3880,Livonia mammilla,"(G.B. I Sowerby, 1844)","(G. B. Sowerby I, 1844)",Catalogue of Life
3881,Longimactra elongata,"J.R.C. Quoy & J.P. Gaimard, 1835","(Quoy & Gaimard, 1835)",
3882,Lopha cristagalli,"(Linnaeus, 1758)","(Linnaeus, 1758)",Catalogue of Life
3883,Lophiotoma abbreviata,"(L.A. Reeve, 1843)","(Reeve, 1843)",Catalogue of Life
3884,Lophiotoma acuta,"(G. Perry, 1811)","(Perry, 1811)",Catalogue of Life
3886,Lophiotoma indica,"(P.F. Röding, 1798)","(Röding, 1798)",Catalogue of Life
3887,Lophiotoma leucotropis,"(A. Adams & L.A. Reeve, 1850)","(A. Adams & Reeve, 1850)",Catalogue of Life
3888,Lophiotoma polytropa,"(G.S. Helbling, 1779)","(Helbling, 1779)",Catalogue of Life
3889,Loripes clausus,"(R.A. Philippi, 1848)","(Philippi, 1849)",Catalogue of Life
3891,Lottia gigantea,"Gray in Sowerby I, 1834","G. B. Sowerby I, 1834",Catalogue of Life
3892,Lovellona atramentosa,"(L.A. Reeve, 1849)","(Reeve, 1849)",Catalogue of Life
3893,Lucapina suffusa,"(L.A. Reeve, 1850)","(Reeve, 1850)",Catalogue of Life
3894,Lucina annulata,"L.A. Reeve, 1850","Reeve, 1850",Catalogue of Life
3895,Lucina carnosa,"R.W. Dunker, 1858","Dunker, 1865",Catalogue of Life
3899,Lucina pectinata,"P.P. Carpenter, 1857","(Gmelin, 1791)",Catalogue of Life
3902,Lucina rosea,"G.F. Angas, 1878","Angas, 1878",Catalogue of Life
3904,Lunatia heros,"(T. Say, 1822)","(Say, 1822)",Catalogue of Life
3905,Lunatia lewisii,"A.A. Gould, 1847","(A. Gould, 1847)",Catalogue of Life
3906,Lunella cinerea,"(Born, 1778)","(Born, 1778)",Catalogue of Life
3907,Lunella coronata,"J.F. Gmelin, 1791","(Gmelin, 1791)",Catalogue of Life
3909,Luria isabella,"(C. Linnaeus, 1758)","(Linnaeus, 1758)",Catalogue of Life
3910,Lutraria capensis,"L.A. Reeve, 1854","Reeve, 1854",Catalogue of Life
3911,Lutraria lutraria,"Linnaeus, 1767","(Linnaeus, 1758)",Catalogue of Life
3912,Lutraria rhynchaena,"I.H. Jonas, 1844","Jonas, 1844",Catalogue of Life
3915,Lymnaea natalensis,"C.F.F. von Krauss, 1848","Krauss, 1848",Catalogue of Life
3916,Lymnaea palustris,"O.F. Müller, 1774","(O. F. Müller, 1774)",Catalogue of Life
3917,Lymnaea stagnalis,"(C. Linnaeus, 1758)","(Linnaeus, 1758)",Catalogue of Life
3918,Lyncina lynx,"(C. Linnaeus, 1758)","(Linnaeus, 1758)",Catalogue of Life
3919,Lyncina vitellus,"(C. Linnaeus, 1758)","(Linnaeus, 1758)",Catalogue of Life
3920,Lyonsia hyalina,"Conrad, 1831","(Conrad, 1831)",Catalogue of Life
3921,Lyria africana,"L.A. Reeve, 1856","(Reeve, 1856)",WoRMS
3922,Lyria delessertiana,"(S.A.A. Petit De La Saussaye, 1842)","(Petit de la Saussaye, 1842)",Catalogue of Life
3923,Lyria mitraeformis,"(J.B.P.A. Lamarck, 1811) †","(Lamarck, 1811)",Catalogue of Life
3925,Macoma aurora,"S.C.T. Hanley, 1844","(Hanley, 1844)",Catalogue of Life
3926,Macoma balthica,"(Linnaeus, 1758)","(Linnaeus, 1758)",Catalogue of Life
3927,Macoma brevifrons,"(T. Say, 1834)","(Say, 1834)",Catalogue of Life
3928,Macoma constricta,"Bruguière, 1792","(Bruguière, 1792)",Catalogue of Life
3931,Macoma dispar,"(T.A. Conrad, 1837)","(Conrad, 1837)",Catalogue of Life
3933,Macoma litoralis,"(C.F.F. von Krauss, 1848)","(Krauss, 1848)",Catalogue of Life
3934,Macoma nasuta,"(Conrad, 1837)","(Conrad, 1837)",Catalogue of Life
3935,Macoma retrorsa,"(G.B. II Sowerby, 1867)","(G. B. Sowerby II, 1867)",Catalogue of Life
3936,Macoma secta,"(T.A. Conrad, 1837)","(Conrad, 1837)",Catalogue of Life
3940,Macron lividus,"(A. Adams, 1855)","(A. Adams, 1855)",Catalogue of Life
3941,Macroptychia africana,"(Melvill & Ponsonby, 1899)","(Melvill & Ponsonby, 1899)",Catalogue of Life
3943,Macroschisma africanum,"J.R. le B. Tomlin, 1932","Tomlin, 1932",Catalogue of Life
3944,Macroschisma bakiei,"GB Sowerby II, 1862","G. B. Sowerby II, 1862",Catalogue of Life
3945,Macroschisma munitum,"(Iredale, 1940)","(Iredale, 1940)",Catalogue of Life
3946,Macroschisma sinense,"A. Adams, 1855","A. Adams, 1855",Catalogue of Life
3948,Mactra adansonii,"R.A. Philippi, 1849","Philippi, 1849",Catalogue of Life
3949,Mactra aequisulcata,"G.B. III Sowerby, 1894","G. B. Sowerby III, 1894",Catalogue of Life
3950,Mactra australis,"Lamarck, 1818 †","Lamarck, 1818",Catalogue of Life
3951,Mactra corallina,"C. Linnaeus, 1758","(Linnaeus, 1758)",Catalogue of Life
3954,Mactra eximia,"L.A. Reeve, 1854","Reeve, 1854",Catalogue of Life
3955,Mactra fragilis,"Gmelin, 1792","Gmelin, 1791",Catalogue of Life
3956,Mactra glabrata,"J.F. Gmelin, 1791","Linnaeus, 1767",Catalogue of Life
3957,Mactra ovalina,"Reeve, 1854","E. A. Smith, 1914",Catalogue of Life
3959,Mactra pura,"L.A. Reeve, 1854","Reeve, 1854",Catalogue of Life
3960,Mactra rufescens,†,"Lamarck, 1818",Catalogue of Life
3961,Mactra semistriata,"L.A. Reeve, 1854","Reeve, 1854",Catalogue of Life
3963,Mactra stultorum,"(C. Linnaeus, 1758)","(Linnaeus, 1758)",Catalogue of Life
3964,Mactra sulcataria,"L.A. Reeve, 1854","Reeve, 1854",Catalogue of Life
3965,Mactra thaanumi,"W.H. Dall, P. Bartsch & H.A. Rehder, 1938","Dall, Bartsch & Rehder, 1938",Catalogue of Life
3967,Maculotriton bracteatus,"R.B. Hinds, 1844","(Hinds, 1844)",Catalogue of Life
3968,Maculotriton serriale,"(G.P. Deshayes, 1834)","(Deshayes, 1833)",Catalogue of Life
3969,Magdalemitra gilesorum,"R.N. Kilburn, 1974","Kilburn, 1974",Catalogue of Life
3970,Maizania wahlbergi,"(W.H. Benson, 1852)","(Benson, 1852)",Catalogue of Life
3971,Makiyamaia gravis,"(R.B. Hinds, 1843)","(Hinds, 1843)",Catalogue of Life
3972,Malea pomum,"(C. Linnaeus, 1758)","(Linnaeus, 1758)",Catalogue of Life
3973,Malea ringens,"Swainson, 1822","(Swainson, 1822)",Catalogue of Life
3974,Malleus albus,"J.B.P.A. Lamarck, 1819","Lamarck, 1819",Catalogue of Life
3975,Malleus malleus,"(C. Linnaeus, 1758)","(Linnaeus, 1758)",Catalogue of Life
3976,Malleus meridianus,"B.C. Cotton, 1930","Cotton, 1930",Catalogue of Life
3977,Malleus regula,"(P. Forsskål in C. Niebuhr, 1775)","(Forsskål in Niebuhr, 1775)",Catalogue of Life
3978,Malluvium calcareum,"(H.H. Suter, 1909)","(Suter, 1909)",Catalogue of Life
3980,Mancinella alouina,"(P.F. Röding, 1798)","(Röding, 1798)",Catalogue of Life
3981,Mancinella echinulata,"J.B.P.A. Lamarck, 1822","(Lamarck, 1822)",Catalogue of Life
3984,Mancinella tuberosa,"P.F. Röding, 1798","(Röding, 1798)",Catalogue of Life
3985,Mangelia alfredi,"E.A. Smith, 1904","E. A. Smith, 1904",Catalogue of Life
3986,Mangelia amplexa,"A.A. Gould, 1860",Bartsch,MCZbase
3987,Mangelia eucosmia,"P. Bartsch, 1915","Bartsch, 1915",Catalogue of Life
3988,Mangelia shepstonensis,"E.A. Smith, 1914","E.A. Smith, 1914",Catalogue of Life
3991,Maoricolpus roseus,"(J.R.C. Quoy & J.P. Gaimard, 1834)","(Quoy & Gaimard, 1834)",Catalogue of Life
3992,Maoricrypta monoxyla,"(R.P. Lesson, 1831)","(Lesson, 1831)",Catalogue of Life
3993,Maorimorpha sulcata,"(G.B. III Sowerby, 1892)","(G. B. Sowerby III, 1892)",Catalogue of Life
3995,Margaritifera margaritifera,"(C. Linnaeus, 1758)","(Linnaeus, 1758)",Catalogue of Life
3996,Marginella alfredensis,"P. Bartsch, 1915","Bartsch, 1915",Catalogue of Life
3997,Marginella algoensis,"E.A. Smith, 1901","E. A. Smith, 1901",Catalogue of Life
3998,Marginella amygdala,"L.C. Kiener, 1841","Kiener, 1841",Catalogue of Life
3999,Marginella aphanospira,"J.R. le B. Tomlin, 1913","Tomlin, 1913",Catalogue of Life
4003,Marginella bairstowi,"G.B. III Sowerby, 1886","G. B. Sowerby III, 1886",Catalogue of Life
4004,Marginella bensoni,"L.A. Reeve, 1865","Reeve, 1865",Catalogue of Life
4008,Marginella cingulata,"L.W. Dillwyn, 1817",,
4010,Marginella cosmia,"P. Bartsch, 1915","Bartsch, 1915",Catalogue of Life
4012,Marginella diadochus,"A. Adams & L.A. Reeve, 1850","A. Adams & Reeve, 1850",Catalogue of Life
4013,Marginella differens,"E.A. Smith, 1904","E. A. Smith, 1904",Catalogue of Life
4015,Marginella electrina,"G.B. III Sowerby, 1892","G. B. Sowerby III, 1892",Catalogue of Life
4016,Marginella fallax,"E.A. Smith, 1903","E. A. Smith, 1903",Catalogue of Life
4017,Marginella floccata,"G.B. III Sowerby, 1889","G. B. Sowerby III, 1889",Catalogue of Life
4018,Marginella glabella,"Linnaeus, 1758","(Linnaeus, 1758)",Catalogue of Life
4020,Marginella lineatolabrum,"J.S. Gaskoin, 1840","Gaskoin, 1840",WoRMS
4021,Marginella lineolata,"G.B. III Sowerby, 1886","G. B. Sowerby III, 1886",Catalogue of Life
4022,Marginella lucida,"F.P. Marrat, 1877","Marrat, 1877",Catalogue of Life
4023,Marginella lussii,"B. Hayes & V.G. Millard, 1995","Hayes & Millard, 1995",Catalogue of Life
4024,Marginella lutea,"G.B. III Sowerby, 1889","G. B. Sowerby III, 1889",Catalogue of Life
4026,Marginella mosaica,"G.B. II Sowerby, 1846","G. B. Sowerby II, 1846",Catalogue of Life
4027,Marginella musica,"R.B. Hinds, 1844","Hinds, 1844",Catalogue of Life
4028,Marginella nebulosa,"(P.F. Röding, 1798)","(Röding, 1798)",Catalogue of Life
4029,Marginella neglecta,"G.B. I Sowerby, 1846","G. B. Sowerby II, 1846",Catalogue of Life
4030,Marginella ochracea,"G.F. Angas, 1871","Angas, 1871",Catalogue of Life
4031,Marginella ornata,"J.H. Redfield, 1870","Redfield, 1870",Catalogue of Life
4032,Marginella pachista,"J.R. le B. Tomlin, 1913","Tomlin, 1913",Catalogue of Life
4033,Marginella piperata,"R.B. Hinds, 1844","Hinds, 1844",Catalogue of Life
4034,Marginella pseustes,"E.A. Smith, 1904","E. A. Smith, 1904",WoRMS
4035,Marginella punctilineata,"E.A. Smith, 1899","E. A. Smith, 1899",Catalogue of Life
4037,Marginella pygmaea,"A. Issel, 1869","G. B. Sowerby, 1846",Catalogue of Life
4038,Marginella rosea,"J.B.P.A. Lamarck, 1822","Lamarck, 1822",Catalogue of Life
4039,Marginella roseolineata,"W.H. Turton, 1932","W. H. Turton, 1932",Catalogue of Life
4040,Marginella serpentina,"F.P. Jousseaume, 1875","Jousseaume, 1875",Catalogue of Life
4041,Marginella shepstonensis,"E.A. Smith, 1906","E. A. Smith, 1906",Catalogue of Life
4045,Marinula tristanensis,"M. Connolly, 1915","Connolly, 1915",Catalogue of Life
4047,Martesia striata,"Linnaeus, 1758","(Linnaeus, 1758)",Catalogue of Life
4048,Mauritia arabica,"(C. Linnaeus, 1758)","(Linnaeus, 1758)",Catalogue of Life
4049,Mauritia histrio,"(J.F. Gmelin, 1791)","(Gmelin, 1791)",Catalogue of Life
4050,Maxwellia gemma,"(G.B. II Sowerby, 1879)","(G. B. Sowerby II, 1879)",Catalogue of Life
4053,Medusafissurella dubia,"(L.A. Reeve, 1849)","(L. Reeve, 1849)",Catalogue of Life
4060,Megapitaria aurantiaca,"Sowerby, 1831","(G. B. Sowerby I, 1831)",Catalogue of Life
4061,Megapitaria squalida,"(G.B. I Sowerby, 1835)","(G. B. Sowerby I, 1835)",Catalogue of Life
4062,Megathura crenulata,"(G.B. I Sowerby, 1825)","(Sowerby I, 1825)",Catalogue of Life
4064,Melampus bidentatus,"T. Say, 1822","Say, 1822",Catalogue of Life
4065,Melampus castaneus,"J.K. Megerle Von Mühlfeld, 1818","(Megerle von Mühlfeld, 1816)",Catalogue of Life
4067,Melampus luteus,"(J.R.C. Quoy & J.P. Gaimard, 1832)","(Quoy & Gaimard, 1832)",Catalogue of Life
4068,Melampus monile,"(J.G. Bruguière, 1789)","(Bruguière, 1789)",Catalogue of Life
4069,Melampus olivaceus,"P.P. Carpenter, 1857","Carpenter, 1857",Catalogue of Life
4070,Melampus parvulus,"L. Pfeiffer, 1856","L. Pfeiffer, 1856",Catalogue of Life
4071,Melanella algoensis,"E.A. Smith, 1901","(E. A. Smith, 1901)",Catalogue of Life
4072,Melanella cumingii,"(A. Adams, 1851)","(A. Adams, 1854)",Catalogue of Life
4074,Melanella farica,"P. Bartsch, 1915","Bartsch, 1915",Catalogue of Life
4075,Melanella martinii,"(A. Adams in G.B. II Sowerby, 1854)","(A. Adams in Sowerby, 1854)",Catalogue of Life
4079,Melania dactylus,"I. Lea & H.C. Lea, 1850","I. Lea & H. C. Lea, 1851",Catalogue of Life
4082,Melanoides tuberculata,"(O.F. Müller, 1774)","(O. F. Müller, 1774)",Catalogue of Life
4083,Melanopsis algerica,"P.M. Pallary, 1904","Pallary, 1904",WoRMS
4085,Melapium elatum,"(G.H. Schubert & J.A. Wagner, 1829)","(Schubert & J. A. Wagner, 1829)",Catalogue of Life
4086,Melapium lineatum,"(J.B.P.A. Lamarck, 1822)","(Lamarck, 1822)",Catalogue of Life
4088,Melibe rosea,"Rang, 1829","Rang, 1829",Catalogue of Life
4089,Melicerona felina,"Schilder & Schilder,1938","(Gmelin, 1791)",Catalogue of Life
4090,Melliteryx capensis,"(G.B. III Sowerby, 1889)","(G. B. Sowerby III, 1889)",Catalogue of Life
4091,Melliteryx fortidentata,"(E.A. Smith, 1904)","(E. A. Smith, 1904)",Catalogue of Life
4092,Melliteryx mactroides,"(S.C.T. Hanley, 1857)","(Hanley, 1857)",Catalogue of Life
4093,Melo amphora,"(J. Lightfoot, 1786)","( [Lightfoot, 1786] )",Catalogue of Life
4094,Melo broderipii,"(J.E. Gray in E. Griffith & E. Pidgeon, 1833)","(Gray, 1833)",Catalogue of Life
4095,Melo umbilicatus,"W.J. Broderip in G.B. I Sowerby, 1826","Broderip in G. B. Sowerby I, 1826",Catalogue of Life
4096,Melongena bicolor,"T. Say, 1826","(Say, 1826)",Catalogue of Life
4097,Melongena corona,"(Gmelin, 1791)","(Gmelin, 1791)",Catalogue of Life
4098,Melongena melongena,"G.B. I Sowerby, 1825","(Linnaeus, 1758)",Catalogue of Life
4099,Melongena patula,"Broderip & Sowerby, 1829","(Broderip & Sowerby, 1829)",Catalogue of Life
4100,Mercenaria campechiensis,"(J.F. Gmelin, 1791)","(Gmelin, 1791)",Catalogue of Life
4101,Mercenaria mercenaria,"(Linnaeus, 1758)","(Linnaeus, 1758)",Catalogue of Life
4102,Meretrix lusoria,"(P.F. Röding, 1798)","(Röding, 1798)",Catalogue of Life
4103,Meretrix meretrix,"(C. Linnaeus, 1758)","(Linnaeus, 1758)",Catalogue of Life
4104,Mesodesma donacium,"J.B.P.A. Lamarck, 1818","(Lamarck, 1818)",Catalogue of Life
4105,Mesodon mitchellianus,"H.C. Lea, 1839","(I. Lea, 1838)",Catalogue of Life
4107,Mesodon thyroidus,"T. Say, 1816","(Say, 1817)",Catalogue of Life
4108,Metachatina kraussi,"(L.A. Reeve, 1842)","(L. Pfeiffer, 1846)",Catalogue of Life
4109,Metula amosi,"Vanatta, 1913","Vanatta, 1913",Catalogue of Life
4110,Karamarua boswellae,"(Kilburn, 1975)",,
4111,Micrelenchus dilatatus,"G.B. III Sowerby, 1870","(G. B. Sowerby II, 1870)",Catalogue of Life
4112,Micrelenchus huttonii,"E.A. Smith, 1876","(E. A. Smith, 1876)",Catalogue of Life
4113,Micrelenchus sanguineus,"J.E. Gray, 1843","(Gray, 1843)",Catalogue of Life
4114,Micrelenchus tenebrosus,"A. Adams, 1853","(A. Adams, 1853)",Catalogue of Life
4115,Micromelo guamensis,"(J.R.C. Quoy & J.P. Gaimard, 1825)","(Quoy & Gaimard, 1825)",Catalogue of Life
4116,Micromelo undata,"J.G. Bruguière, 1792",[sic],Catalogue of Life
4119,Pseudominolia articulata,"A.A. Gould, 1861","(Gould, 1861)",Catalogue of Life
4120,Ilanga laevissima,"E.C. Von Martens, 1881","(E. von Martens, 1881)",Catalogue of Life
4123,Mitra aerumnosa,"J.C. Melvill, 1888","Mitra (Mitra) aerumnosa Melvill, 1888",Catalogue of Life
4124,Mitra amaura,"R.P.J. Hervier, 1897","Mitra (Nebularia) amaura Hervier, 1897",Catalogue of Life
4125,Nebularia ambigua,"W.J. Swainson, 1829","(Swainson, 1829)",Catalogue of Life
4126,Turriplicifer australis,"Swainson, 1821 †","(Swainson, 1820)",Catalogue of Life
4127,Mitra belcheri,"R.B. Hinds, 1843","Mitra (Nebularia) belcheri Hinds, 1843",Catalogue of Life
4128,Mitra cardinalis,"P.F. Röding, 1798","Mitra (Mitra) cardinalis (Gmelin, 1791)",Catalogue of Life
4129,Mitra chrysalis,"L.A. Reeve, 1844","Reeve, 1844",Catalogue of Life
4130,Nebularia coffea,"G.H. Schubert & J.A. Wagner, 1829","(Schubert & J. A. Wagner, 1829)",Catalogue of Life
4131,Mitra cornicula,"A. Risso, 1826","(Linnaeus, 1758)",Catalogue of Life
4132,Nebularia coronata,"J.B.P.A. Lamarck, 1811","(Lamarck, 1811)",Catalogue of Life
4133,Mitra cucumerina,"J.B.P.A. Lamarck, 1811","Mitra (Nebularia) cucumerina Lamarck, 1811",Catalogue of Life
6000,Vexillum exasperatum,"Gmelin, 1791","(Gmelin, 1791)",Catalogue of Life
4135,Mitra ferruginea,"J.B.P.A. Lamarck, 1811","Mitra (Nebularia) ferruginea Lamarck, 1811",Catalogue of Life
4136,Vexillum formosense,"(Sowerby III, 1889)","(G. B. Sowerby III, 1889)",Catalogue of Life
4137,Mitra glabra,"W.J. Swainson, 1821","Swainson, 1821",Catalogue of Life
4138,Mitra latruncularia,"L.A. Reeve, 1844","Reeve, 1844",Catalogue of Life
4141,Nebularia luctuosa,"A. Adams, 1853","(A. Adams, 1853)",Catalogue of Life
4142,Mitra mitra,"C. Linnaeus, 1758","(Linnaeus, 1758)",Catalogue of Life
4143,Mitra nodulosa,"Gmelin, 1791","(Gmelin, 1791)",Catalogue of Life
4146,Mitra papalis,"(C. Linnaeus, 1758)","(Linnaeus, 1758)",Catalogue of Life
4148,Mitra pellisserpentis,"L.A. Reeve, 1844","Mitra (Strigatella) pellisserpentis Reeve, 1844",Catalogue of Life
4149,Mitra picta,"F. Danilo & G.B. Sandri, 1856","Reeve, 1844",Catalogue of Life
4150,Mitra pontificalis,"J.B.P.A. Lamarck, 1811","Lamarck, 1811",Catalogue of Life
4151,Subcancilla praestantissima,"P.F. Röding, 1798","(Röding, 1798)",Catalogue of Life
4152,Mitra punctostriata,"A. Adams, 1855","Mitra (Nebularia) punctostriata A. Adams, 1855",Catalogue of Life
6013,Vexillum rugosum,"(J.F. Gmelin, 1791)","(Gmelin, 1791)",Catalogue of Life
4154,Mitra sanguinolenta,"H.C. Küster, 1839","Mitra (Nebularia) sanguinolenta Lamarck, 1811",Catalogue of Life
4156,Vexillum taeniatum,"(Lamarck, 1811)","(Lamarck, 1811)",Catalogue of Life
4157,Mitra variabilis,"Reeve, 1844","Reeve, 1844",Catalogue of Life
4159,Mitrella albuginosa,"(L.A. Reeve, 1859)","(Reeve, 1859)",Catalogue of Life
4160,Mitrella apicata,"(E.A. Smith, 1899)","(E. A. Smith, 1899)",Catalogue of Life
4161,Mitrella argus,"D'Orbigny, 1842","(d'Orbigny, 1847)",Catalogue of Life
4163,Mitrella carinata,"R.B. Hinds, 1844","(Hinds, 1844)",Catalogue of Life
4164,Mitrella floccata,"(L.A. Reeve, 1859)","(Reeve, 1859)",Catalogue of Life
4165,Mitrella graevei,"R.N. Kilburn, 1977","Kilburn, 1977",Catalogue of Life
4166,Mitrella helena,"K.H.J. Thiele, 1925","(Thiele, 1925)",Catalogue of Life
4169,Mitrella natalensis,"J.R. le B. Tomlin, 1926","Tomlin, 1926",Catalogue of Life
4170,Mitrella ocellata,"(J.F. Gmelin, 1791)","(Gmelin, 1791)",Catalogue of Life
4171,Mitrella pyramidalis,"G.B. III Sowerby, 1894","(G. B. Sowerby III, 1894)",Catalogue of Life
4173,Mitromorpha hewitti,"(J.R. le B. Tomlin, 1921)","(Tomlin, 1921)",Catalogue of Life
4174,Mitromorpha kennellyi,"R.N. Kilburn, 1986","Kilburn, 1986",Catalogue of Life
4175,Mitromorpha striolata,"(W.H. Turton, 1932)","(W. H. Turton, 1932)",Catalogue of Life
4176,Mitromorpha volva,"G.B. III Sowerby, 1892","G. B. Sowerby III, 1892",Catalogue of Life
4177,Modelia granosa,"(T. Martyn, 1784)","(Martyn, 1784)",Catalogue of Life
4178,Modiola japonica,"L.A. Reeve, 1857","Reeve, 1857",
4181,Modiolus americanus,"(W.E. Leach, 1815)","(Leach, 1815)",Catalogue of Life
4182,Amygdalum arborescens,"(Fischer von Wladheim, 1807)","(Fischer von Waldheim, 1807)",Catalogue of Life
4183,Modiolus areolatus,"(A.A. Gould, 1850)","(Gould, 1850)",Catalogue of Life
4184,Modiolus auriculatus,"Krauss, 1848","(Krauss, 1848)",Catalogue of Life
4185,Mytella guyanensis,"(Lamarck, 1819)","(Lamarck, 1819)",Catalogue of Life
4186,Modiolus modiolus,"(C. Linnaeus, 1758)","(Linnaeus, 1758)",Catalogue of Life
4187,Modiolus philippinarum,"Hanley, 1844","(Hanley, 1843)",Catalogue of Life
4190,Modulus modulus,"(C. Linnaeus, 1758)","(Linnaeus, 1758)",Catalogue of Life
4191,Modulus tectum,"J.F. Gmelin, 1791","(Gmelin, 1791)",Catalogue of Life
4194,Monadenia fidelis,"J.E. Gray, 1834","(J. E. Gray, 1834)",Catalogue of Life
4195,Monadenia infumata,"(A.A. Gould, 1855)","(A. Gould, 1855)",Catalogue of Life
4196,Monadenia mormonum,"L. Pfeiffer, 1857","(L. Pfeiffer, 1857)",Catalogue of Life
4197,Monetaria annulus,"(Linnaeus, 1758)","(Linnaeus, 1758)",Catalogue of Life
4198,Monetaria caputserpentis,(Linnaeus 1758),"(Linnaeus, 1758)",Catalogue of Life
4199,Monetaria moneta,"(Linnaeus, 1758)","(Linnaeus, 1758)",Catalogue of Life
4202,Priotrochus obscurus,"W. Wood, 1828","(W. Wood, 1828)",Catalogue of Life
4206,Monodonta australis,"(J.B.P.A. Lamarck, 1822)","Lamarck, 1822",Catalogue of Life
4208,Monodonta labio,"H.A. Pilsbry, 1890","(Linnaeus, 1758)",Catalogue of Life
4209,Monodonta lineata,"E.M. Da Costa, 1778","(da Costa, 1778)",Catalogue of Life
4211,Monodonta neritoides,"(R.A. Philippi, 1849)","(Philippi, 1849)",Catalogue of Life
4212,Monodonta obtusa,"L.W. Dillwyn, 1817","Dillwyn, 1817",MCZbase
4217,Morula anaxares,"(L.C. Kiener, 1836)","(Kiener, 1836)",Catalogue of Life
4218,Morula aspera,"(J.B.P.A. Lamarck, 1816)","(Lamarck, 1816)",Catalogue of Life
4219,Morula biconica,"(H.M.D. de Blainville, 1832)","(Blainville, 1832)",Catalogue of Life
4221,Morula granulata,"P.L. Duclos, 1832","(Duclos, 1832)",Catalogue of Life
4223,Morula margariticola,"W.J. Broderip in W.J. Broderip & G.B. I Sowerby, 1833","(Broderip in Broderip & Sowerby, 1833)",Catalogue of Life
4225,Morula mutica,"(J.B.P.A. Lamarck, 1816)","(Lamarck, 1816)",Catalogue of Life
4227,Morula squamilirata,"E.A. Smith, 1903","(E. A. Smith, 1903)",Catalogue of Life
