taxonid,fullname,currentAuthor,suggestedAuthor,source
1592,Amoria lineata,"W.E. Leach, 1814","Amoria (Zebramoria) lineata (Leach, 1814)",Catalogue of Life
1593,Amoria maculata,"(W.J. Swainson, 1822)","(Swainson, 1822)",Catalogue of Life
1594,Amoria turneri,"(J.E. Gray in E. Griffith & E. Pidgeon, 1834)","(Gray in Griffith & Pidgeon, 1834)",Catalogue of Life
1595,Amoria undulata,"(J.B.P.A. Lamarck,, 1804)","(Lamarck, 1804)",Catalogue of Life
1596,Amoria zebra,"(W.E. Leach, 1814)","(Leach, 1814)",Catalogue of Life
1597,Amphibola crenata,"T. Martyn, 1786","(Gmelin, 1791)",Catalogue of Life
1599,Amphidesma cuneata,"J.B.P.A. Lamarck, 1818",Lam.,MCZbase
1600,Amphidesma subtriangulata,"W. Wood, 1828","(W. Wood, 1828)",Catalogue of Life
1602,Amphissa columbiana,"W.H. Dall, 1916","Dall, 1916",Catalogue of Life
1603,Amphissa versicolor,"Dall, 1871","Dall, 1871",Catalogue of Life
1604,Amusium japonicum,"(J.F. Gmelin, 1791)","(Gmelin, 1791)",Catalogue of Life
1605,Amusium pleuronectes,"(C. Linnaeus, 1758)","(Linnaeus, 1758)",Catalogue of Life
1606,Amussium sibogai,"P. Dautzenberg & A.R.J.B. Bavay, 1904","Dautzenberg & Bavay, 1904",Catalogue of Life
1611,Anachis kraussii,"(G.B. I Sowerby, 1844)","(G. B. Sowerby I, 1844)",Catalogue of Life
1613,Anachis rugosa,"(G.B. I Sowerby, 1832)","(G. B. Sowerby I, 1832)",Catalogue of Life
1618,Anachis vexillum,"(L.A. Reeve, 1858)","(Reeve, 1858)",Catalogue of Life
1619,Anadara antiquata,"(C. Linnaeus, 1758)","(Linnaeus, 1758)",Catalogue of Life
1620,Anadara baughmani,"L.G. Hertlein, 1951","Hertlein, 1951",Catalogue of Life
1621,Anadara brasiliana,"(J.B.P.A. Lamarck, 1819)","(Lamarck, 1819)",Catalogue of Life
1622,Anadara granosa,"C. Linnaeus, 1758","(Linnaeus, 1758)",Catalogue of Life
1623,Anadara inflata,"L.A. Reeve, 1844","(Reeve, 1844)",Catalogue of Life
1624,Anadara lienosa,"T. Say, 1832","(Say, 1832)",Catalogue of Life
1625,Anadara maculosa,"L.A. Reeve, 1844","(Reeve, 1844)",Catalogue of Life
1626,Anadara natalensis,"(C.F.F. von Krauss, 1848)","(Krauss, 1848)",Catalogue of Life
1627,Anadara notabilis,"P.F. Röding, 1798","(Röding, 1798)",Catalogue of Life
1631,Anadara transversa,"(T. Say, 1822)","(Say, 1822)",Catalogue of Life
1633,Anadara tricenicosta,"(P. Nyst, 1848)","(Nyst, 1848)",Catalogue of Life
1634,Anapella pinguis,"J.C.H. Crosse & P.H. Fischer, 1864",,
1635,Anatoma agulhasensis,"(K.H.J. Thiele, 1925)","(Thiele, 1925)",Catalogue of Life
1636,Ancilla albozonata,"E.A. Smith, 1904","E. A. Smith, 1904",Catalogue of Life
1639,Ancilla cingulata,"G.B. I Sowerby, 1830","(G. B. Sowerby I, 1830)",Catalogue of Life
1640,Ancilla cinnamomea,"J.B.P.A. Lamarck, 1801","Lamarck, 1801",Catalogue of Life
1642,Ancilla elongata,"J.E. Gray, 1874",Gray,MCZbase
1643,Ancilla fasciata,"(L.A. Reeve, 1864)","(Reeve, 1864)",Catalogue of Life
1646,Ancilla marmorata,"(L.A. Reeve, 1864)","(Reeve, 1864)",Catalogue of Life
1656,Angaria delphinus,"(C. Linnaeus, 1758)","(Linnaeus, 1758)",Catalogue of Life
1657,Angaria formosa,"(L.A. Reeve, 1843)","(Reeve, 1842)",Catalogue of Life
1659,Anguispira alternata,"T. Say, 1816","(Say, 1817)",Catalogue of Life
1661,Angulus spenceri,"H.H. Suter, 1907","(Suter, 1907)",Catalogue of Life
1664,Anodonta anatina,"G. Stabile, 1845","(Linnaeus, 1758)",Catalogue of Life
1665,Anodonta cygnea,"(C. Linnaeus, 1758)","(Linnaeus, 1758)",Catalogue of Life
1666,Anodonta grandis,"T. Say, 1829","Say, 1829",Catalogue of Life
1667,Anodontia alba,"Link, 1807","Link, 1807",Catalogue of Life
1668,Anodontia edentula,"(C. Linnaeus, 1758)","(Linnaeus, 1758)",WoRMS
1669,Anodontoides ferussacianus,"(I. Lea, 1834)","(I. Lea, 1834)",Catalogue of Life
1670,Anomalocardia brasiliana,"(J.F. Gmelin, 1791)","(Gmelin, 1791)",Catalogue of Life
1671,Anomalocardia cuneimeris,"(T.A. Conrad, 1846)","(Conrad, 1846)",Catalogue of Life
1673,Anomalocardia squamosa,"Linnaeus, 1758","(Linnaeus, 1758)",Catalogue of Life
1674,Anomalocardia subrugosa,"(W. Wood, 1828)","Manger, 1934",Catalogue of Life
1675,Anomia achaeus,"Gray, 1849","Gray, 1850",Catalogue of Life
1677,Anomia ephippium,"Linnaeus, 1758","Linnaeus, 1758",Catalogue of Life
1678,Anomia peruviana,"A.V.M.D. D'Orbigny, 1846","d'Orbigny, 1846",Catalogue of Life
1679,Anomia simplex,"J.F. Mabille, 1895","d'Orbigny, 1853",Catalogue of Life
1680,Anomia trigonopsis,"F.W. Hutton, 1877","F. W. Hutton, 1877",Catalogue of Life
1681,Anomia walteri,"J. Hector, 1895","Hector, 1895",Catalogue of Life
1682,Antalis inflexa,"(G.B. III Sowerby, 1903)","(G. B. Sowerby III, 1903)",Catalogue of Life
1683,Antalis longitrorsa,"(L.A. Reeve, 1842)","(Reeve, 1842)",Catalogue of Life
1685,Antillophos candei,"D'Orbigny, 1842",[sic],Catalogue of Life
1686,Antisolarium egenum,"(A.A. Gould, 1849)","(Gould, 1849)",Catalogue of Life
1687,Aphelodoris brunnea,"L.S.R. Bergh, 1890","Bergh, 1908",Catalogue of Life
1692,Aplexa hypnorum,"C. Linnaeus, 1758","(Linnaeus, 1758)",Catalogue of Life
1693,Aplexa marmorata,"L. Guilding, 1828","(Guilding, 1828)",Catalogue of Life
1694,Aplysia dactylomela,"P.C.A.S.L. Rang, 1828","Rang, 1828",Catalogue of Life
1695,Aplysia juliana,"J.R.C. Quoy & J.P. Gaimard, 1832","Quoy & Gaimard, 1832",Catalogue of Life
1696,Aplysia maculata,"P.C.A.S.L. Rang, 1828","Rang, 1828",Catalogue of Life
1697,Aplysia oculifera,"A. Adams & L.A. Reeve, 1850","A. Adams & Reeve, 1850",Catalogue of Life
1698,Aplysia parvula,"O.A.L. Mörch, 1863","Mörch, 1863",Catalogue of Life
1702,Apolymetis orbicularis,"(G.B. III Sowerby, 1889)","(G. B. Sowerby III, 1889)",Catalogue of Life
1704,Aporrhais pespelecani,"C. Linnaeus, 1758","(Linnaeus, 1758)",Catalogue of Life
1705,Aporrhais pespelicani,"(C. Linnaeus, 1758)",[sic],Catalogue of Life
1706,Aporrhais serresianus,"(A. Michaud, 1828)","(Michaud, 1828)",
1708,Arca avellana,"J.B.P.A. Lamarck, 1819","Lamarck, 1819",Catalogue of Life
1710,Arca navicularis,"Bruguière, 1789","Bruguière, 1789",Catalogue of Life
1711,Arca noae,"Linnaeus, 1758","Linnaeus, 1758",Catalogue of Life
1712,Arca umbonata,"J.B.P.A. Lamarck, 1819","Lamarck, 1819",Catalogue of Life
1713,Arca zebra,"L.A. Reeve, 1844","Swainson, 1833",Catalogue of Life
1714,Archachatina semigranosa,"L. Pfeiffer, 1861","(L. Pfeiffer, 1861)",Catalogue of Life
1715,Archachatina ustulata,"(J.B.P.A. Lamarck, 1822)","Archachatina (Tholachatina) ustulata (Lamarck, 1822)",Catalogue of Life
1716,Architectonica laevigata,"(J.B.P.A. Lamarck, 1816)","(Lamarck, 1816)",WoRMS
1717,Architectonica maxima,"Philippi, 1849","(Philippi, 1849)",WoRMS
1718,Architectonica nobilis,"Röding, 1798","Roding, 1798",ITIS
1719,Architectonica perdix,"Hinds, 1844","(Hinds, 1844)",WoRMS
1720,Architectonica perspectiva,"Linnaeus, 1767","(Linnaeus, 1758)",ITIS
1721,Arcinella cornuta,"Conrad, 1866","Conrad, 1866",Catalogue of Life
1722,Arcopsis adamsi,"(W.H. Dall, 1886)","(Dall, 1886)",Catalogue of Life
1723,Arcopsis gibba,"C.F.F. von Krauss, 1848","(Krauss, 1848)",Catalogue of Life
1726,Arctica islandica,"(C. Linnaeus, 1767)","(Linnaeus, 1767)",Catalogue of Life
1727,Arcuatula capensis,"(C.F.F. von Krauss, 1848)","(F. Krauss, 1848)",Catalogue of Life
1728,Argobuccinum argus,"J.F. Gmelin, 1791","(Gmelin, 1791)",Catalogue of Life
1729,Argobuccinum pustulosum,"(J. Lightfoot, 1786)","( [Lightfoot] , 1786)",Catalogue of Life
1730,Argobuccinum tumidum,"(R.W. Dunker, 1862)","(Dunker, 1862)",Catalogue of Life
1731,Argonauta argo,"C. Linnaeus, 1758","Linnaeus, 1758",Catalogue of Life
1732,Argonauta boettgeri,"H. von Maltzan, 1881","Maltzan, 1881",Catalogue of Life
1733,Argopecten gibbus,"(C. Linnaeus, 1758)","(Linnaeus, 1758)",Catalogue of Life
1734,Arion intermedius,"N.A.J. Normand, 1852","Normand, 1852",Catalogue of Life
1735,Asaphis deflorata,"Linnaeus, 1758","(Linnaeus, 1758)",Catalogue of Life
1736,Asaphis dichotoma,"H.E. Anton, 1838","Anton, 1838",Catalogue of Life
1738,Aspatharia trapezia,"(E.C. Von Martens, 1897)",V. Mts.,MCZbase
1739,Aspella acuticostata,"(W.H. Turton, 1932)","(W. H. Turton, 1932)",Catalogue of Life
1742,Aspella paupercula,"G.W. Nowell-Usticke, 1969","(C. B. Adams, 1850)",Catalogue of Life
1744,Assiminea ovata,"(C.F.F. von Krauss, 1848)","(F. Krauss, 1848)",Catalogue of Life
1746,Astarte alaskensis,"W.H. Dall, 1903","Dall, 1903",Catalogue of Life
1747,Astarte castanea,"Say, 1822","(Say, 1822)",Catalogue of Life
1748,Astarte undata,"Gould, 1841","Gould, 1841",Catalogue of Life
1751,Uvanilla unguis,"Wood, 1828","(W. Wood, 1828)",Catalogue of Life
1752,Lithopoma caelata,"J.F. Gmelin, 1791","(Gmelin, 1791)",MCZbase
1754,Astraea heliotropium,"(T. Martyn, 1784)","(Martyn, 1784)",Catalogue of Life
1757,Lithopoma phoebia,"P.F. Röding, 1798",,
1758,Astraea sirius,"Hedley, 1923 †","Hedley, 1923",
1764,Atoxonoides meridionalis,"(L. Forcart, 1967)","(Forcart, 1967)",Catalogue of Life
1766,Atrina pectinata,"Linnaeus, 1758","(Linnaeus, 1767)",Catalogue of Life
1767,Atrina rigida,"(J. Lightfoot, 1786)","( [Lightfoot] , 1786)",Catalogue of Life
1768,Atrina serrata,"Sowerby, 1825","(G. B. Sowerby I, 1825)",Catalogue of Life
1769,Atrina squamifera,"(G.B. Sowerby, 1835)","(G. B. Sowerby I, 1835)",Catalogue of Life
1770,Atrina vexillum,"(I. von Born, 1778)","(Born, 1778)",Catalogue of Life
1771,Atrina zelandica,"(J.E. Gray, 1835)","(Gray, 1835)",Catalogue of Life
1774,Atys naucum,"(C. Linnaeus, 1758)","(Linnaeus, 1758)",Catalogue of Life
1775,Aulacomya ater,"J.I. Molina, 1782","(Molina, 1782)",Catalogue of Life
1776,Aulacomya atra,"(J.I. Molina, 1782)","(Molina, 1782)",Catalogue of Life
1777,Aulacomya maoriana,"T. Iredale, 1915","(Iredale, 1915)",Catalogue of Life
1778,Austrocochlea constricta,"(J.B.P.A. Lamarck, 1822)","(Lamarck, 1822)",Catalogue of Life
1783,Austrodrillia praetermissa,"E.A. Smith, 1904","(E. A. Smith, 1904)",Catalogue of Life
1787,Austrofusus glans,"(Roding, 1798) †","(Röding, 1798)",Catalogue of Life
1788,Austroginella muscaria,"(J.B.P.A. Lamarck, 1822)","(Lamarck, 1822)",Catalogue of Life
1789,Austroginella translucida,"(G.B. II Sowerby, 1846)","(G. B. Sowerby II, 1846)",Catalogue of Life
1790,Austromactra rufescens,"Lamarck, 1819","(Lamarck, 1818)",Catalogue of Life
1791,Austromitra canaliculata,"(G.B. III Sowerby, 1900)","(G. B. Sowerby III, 1900)",Catalogue of Life
1792,Austromitra capensis,"(L.A. Reeve, 1845)","(Reeve, 1845)",Catalogue of Life
1793,Austromitra rhodarion,"(R.N. Kilburn, 1972)","(Kilburn, 1972)",Catalogue of Life
1797,Babylonia areolata,"(J.H.F. Link, 1807)","(Link, 1807)",Catalogue of Life
1798,Babylonia formosae,"(G.B. II Sowerby, 1866)","(G. B. Sowerby II, 1866)",Catalogue of Life
1799,Babylonia japonica,"Reeve, 1842","(Reeve, 1842)",Catalogue of Life
1800,Babylonia pallida,"Y. Hirase, 1934","Hirase, 1934",Catalogue of Life
1802,Babylonia spirata,"(C. Linnaeus, 1758)","(Linnaeus, 1758)",Catalogue of Life
1804,Bankivia fasciata,"(K.T. Menke, 1830)","(Menke, 1830)",Catalogue of Life
1805,Barbatia cancellaria,"Lamarck, 1819","(Lamarck, 1819)",Catalogue of Life
1807,Barbatia domingensis,"J.B.P.A. Lamarck, 1819","(Lamarck, 1819)",Catalogue of Life
1808,Barbatia foliata,"(P. Forsskål in C. Niebuhr, 1775)","(Forsskål in Niebuhr, 1775)",Catalogue of Life
1809,Barbatia novaezealandiae,"(E.A. Smith, 1915)","(E. A. Smith, 1915)",Catalogue of Life
1810,Barbatia obliquata,"(W. Wood, 1828)","(Wood, 1828)",Catalogue of Life
1811,Barbatia ovata,"J.F. Gmelin, 1791","(Gmelin, 1791)",Catalogue of Life
1813,Barbatia pistachia,"Lamarck, 1819","(Lamarck, 1819)",Catalogue of Life
1815,Barbatia revelata,"(G.P. Deshayes in L. Maillard, 1863)","(Deshayes, 1863)",Catalogue of Life
1816,Barbatia sculpturata,"W.H. Turton, 1932","W. H. Turton, 1932",Catalogue of Life
1817,Barbatia virescens,"(L.A. Reeve, 1844)","(Reeve, 1844)",Catalogue of Life
1818,Barnea alfredensis,"(P. Bartsch, 1915)","(Bartsch, 1915)",Catalogue of Life
1820,Barnea manilensis,"(R.A. Philippi, 1847)","(Philippi, 1847)",Catalogue of Life
1822,Barnea truncata,"Say, 1822","(Say, 1822)",Catalogue of Life
1825,Bassina disjecta,"(G. Perry, 1811)","(Perry, 1811)",Catalogue of Life
1826,Bassina yatei,"(J.E. Gray, 1835)","(Gray, 1835)",Catalogue of Life
1827,Basterotia tricostalis,"G.B. III Sowerby, 1897","G. B. Sowerby III, 1897",Catalogue of Life
1829,Bathytoma helenae,"R.N. Kilburn, 1974","Kilburn, 1974",Catalogue of Life
1830,Bathytoma regnans,"J.C. Melvill, 1918","Melvill, 1918",Catalogue of Life
1831,Bathytoma visagei,"R.N. Kilburn, 1973","Kilburn, 1973",Catalogue of Life
1834,Batillaria minima,"W.H. Dall, 1894","(Gmelin, 1791)",Catalogue of Life
1836,Batillaria zonalis,"(J.G. Bruguière, 1792)","(Bruguière, 1792)",Catalogue of Life
1839,Bedeva paivae,"Crosse, 1864","(Crosse, 1864)",Catalogue of Life
1840,Bellamya capillata,"G.R. von Frauenfeld, 1865","(Frauenfeld, 1865)",Catalogue of Life
1841,Bellamya unicolor,"(G.A. Olivier, 1804)","(Olivier, 1804)",Catalogue of Life
1842,Benhamina obliquata,"(G.B. I Sowerby, 1825)","(G. B. Sowerby I, 1825)",Catalogue of Life
1843,Benthoclionella jenneri,"R.N. Kilburn, 1974","Kilburn, 1974",Catalogue of Life
1845,Bentosites bloomfieldi,"J.C. Cox, 1864",,
1848,Berthella plumula,"(G. Montagu, 1803)","(Montagu, 1803)",Catalogue of Life
1849,Berthellina citrina,"(W.P.E.S. Rüppell & F.S. Leuckart, 1828)","(Rüppell & Leuckart, 1828)",Catalogue of Life
1850,Biomphalaria pfeifferi,"C.F.F. von Krauss, 1848","(F. Krauss, 1848)",Catalogue of Life
1852,Bistolida owenii,"(J.E. Gray in G.B. II Sowerby, 1832)","(J.E. Gray in G. B. Sowerby I, 1832)",Catalogue of Life
1853,Bithynia tentaculata,"(C. Linnaeus, 1758)","(Linnaeus, 1758)",Catalogue of Life
1855,Bittium reticulatum,"Montagu, 1803","(da Costa, 1778)",Catalogue of Life
1857,Bolinus brandaris,"(C. Linnaeus, 1758)","(Linnaeus, 1758)",Catalogue of Life
1858,Bolinus cornutus,"(C. Linnaeus, 1758)","(Linnaeus, 1758)",Catalogue of Life
1859,Bolma andersoni,"(E.A. Smith, 1902)","(E. A. Smith, 1902)",Catalogue of Life
1860,Bolma tayloriana,"(E.A. Smith, 1880)","(E. A. Smith, 1880)",Catalogue of Life
1861,Bonisa nakaza,"T.M. Gosliner, 1981","Gosliner, 1981",Catalogue of Life
1863,Brachidontes citrinus,"P.F. Röding, 1798","(Röding, 1798)",Catalogue of Life
1864,Brachidontes darwinianus,"(D'Orbigny, 1842)","(d'Orbigny, 1842)",Catalogue of Life
1865,Ischadium recurvum,"(Rafinesque, 1820)","(Rafinesque, 1820)",Catalogue of Life
1866,Brachidontes semistriatus,"C.F.F. von Krauss, 1848","(Krauss, 1848)",Catalogue of Life
1869,Buccinanops gradatum,"G.P. Deshayes, 1844",,
1873,Buccinulum heteromorphum,"A.W.B. Powell, 1929","Powell, 1929",Catalogue of Life
1875,Buccinulum multilineum,"A.W.B. Powell, 1929","Powell, 1929",Catalogue of Life
1877,Buccinulum sufflatum,"C.C. Finlay, 1926","Buccinulum (Evarnula) sufflatum Finlay, 1926",Catalogue of Life
1878,Buccinum leucostoma,"C.E. Lischke, 1872","Lischke, 1872",Catalogue of Life
1879,Buccinum strigillatum,"W.H. Dall, 1891","Dall, 1891",Catalogue of Life
1880,Buccinum tsubai,"J.T. Kuroda & T. Kikuchi, 1933","Kuroda & Kikuchi, 1933",Catalogue of Life
1881,Buccinum undatum,"C. Linnaeus, 1758","Linnaeus, 1758",Catalogue of Life
1882,Bufonaria crumena,"Lamarck, 1816","(Lamarck, 1816)",Catalogue of Life
1883,Bufonaria crumenoides,"A. Valenciennes, 1832","(Blainville in Valenciennes, 1832)",Catalogue of Life
1884,Bulinus africanus,"C.F.F. von Krauss, 1848","(F. Krauss, 1848)",Catalogue of Life
1885,Bulinus forskalii,"(C.G. Ehrenberg, 1831)","(Ehrenberg, 1831)",Catalogue of Life
1887,Bulinus tropicus,"C.F.F. von Krauss, 1848","(F. Krauss, 1848)",Catalogue of Life
1888,Bulla ampulla,"D'Orbigny, 1839","Linnaeus, 1758",Catalogue of Life
1889,Bulla botanica,"C. Hedley, 1918","(Hedley, 1918)",Catalogue of Life
1890,Bulla gouldiana,"Pilsbry, 1895","Pilsbry, 1895",Catalogue of Life
1891,Bulla oblonga,"A. Adams, 1850","A. Adams, 1850",Catalogue of Life
1892,Bulla occidentalis,"A. Adams, 1850","A. Adams, 1850",Catalogue of Life
1893,Bulla peasiana,"H.A. Pilsbry, 1893","Pilsbry, 1895",Catalogue of Life
1895,Bulla striata,"Bruguiere, 1792 †","Bruguière, 1792",Catalogue of Life
1896,Bulla tenuissima,"G.B. II Sowerby, 1868","G. B. Sowerby II, 1868",Catalogue of Life
1897,Bulla vernicosa,"A.A. Gould, 1859","Gould, 1859",Catalogue of Life
1898,Bullata bullata,"(I. von Born, 1778)","(Born, 1778)",Catalogue of Life
1899,Bullia achatina,"J.B.P.A. Lamarck, 1816","(Lamarck, 1816)",Catalogue of Life
1900,Bullia ancillaeformis,"E.A. Smith, 1906","E. A. Smith, 1906",Catalogue of Life
1901,Bullia annulata,"Lamarck, 1816","(Lamarck, 1816)",Catalogue of Life
1902,Bullia callosa,"(W. Wood, 1828)","(W. Wood, 1828)",Catalogue of Life
1903,Bullia digitalis,"(L.W. Dillwyn, 1817)","(Dillwyn, 1817)",Catalogue of Life
1904,Bullia diluta,"(C.F.F. von Krauss, 1848)","(F. Krauss, 1848)",Catalogue of Life
1905,Bullia grayi,"L.A. Reeve, 1846","Reeve, 1846",Catalogue of Life
1906,Bullia laevissima,"Gmelin, 1791","(Gmelin, 1791)",Catalogue of Life
1907,Bullia mauritiana,"J.E. Gray, 1839","Gray, 1839",Catalogue of Life
1908,Bullia mozambicensis,"E.A. Smith, 1878","E. A. Smith, 1878",Catalogue of Life
1909,Bullia natalensis,"(C.F.F. von Krauss, 1848)","(F. Krauss, 1848)",Catalogue of Life
1910,Bullia osculata,"(G.B. III Sowerby, 1900)","(G. B. Sowerby III, 1900)",Catalogue of Life
1911,Bullia pura,"J.C. Melvill, 1885","Melvill, 1885",Catalogue of Life
1912,Bullia rhodostoma,"L.A. Reeve, 1847","Reeve, 1847",Catalogue of Life
1913,Bullia similis,"G.B. III Sowerby, 1897","G. B. Sowerby III, 1897",Catalogue of Life
1914,Bullia tenuis,"L.A. Reeve, 1846","Reeve, 1846",Catalogue of Life
1915,Bullia trifasciata,"E.A. Smith, 1904","E. A. Smith, 1904",Catalogue of Life
1916,Bullina lineata,"(J.E. Gray, 1825)","(Gray, 1825)",Catalogue of Life
1917,Bullina oblonga,"G.B. III Sowerby, 1897","G. B. Sowerby III, 1897",Catalogue of Life
1918,Bullina scabra,"O.F. Müller, 1784","(Gmelin, 1791)",WoRMS
1921,Burnupena catarrhacta,"(J.F. Gmelin, 1791)","(Gmelin, 1791)",Catalogue of Life
1922,Burnupena cincta,"(Röding, 1798)","(Röding, 1798)",Catalogue of Life
1923,Burnupena delalandii,"L.C. Kiener, 1834","(Kiener, 1834)",Catalogue of Life
1924,Burnupena lagenaria,"(J.B.P.A. Lamarck, 1822)","(Lamarck, 1822)",Catalogue of Life
1925,Burnupena limbosa,"J.B.P.A. Lamarck, 1822","(Lamarck, 1822)",Catalogue of Life
1926,Burnupena papyracea,"( Bruguière, 1789)","(Bruguière, 1789)",Catalogue of Life
1927,Burnupena pubescens,"(H.C. Küster, 1858)","(Küster, 1858)",Catalogue of Life
1930,Bursa bufonia,"(J.F. Gmelin, 1791)","(Gmelin, 1791)",Catalogue of Life
1932,Bursa corrugata,"(Perry, 1811)","(Perry, 1811)",Catalogue of Life
1933,Bursa cruentata,"(G.B. II Sowerby, 1835)","(G. B. Sowerby II, 1835)",Catalogue of Life
1934,Bursa crumena,"J.B.P.A. Lamarck, 1816","(Lamarck, 1816)",Catalogue of Life
1938,Bursa granularis,"(Roding, 1798) †","(Röding, 1798)",Catalogue of Life
1939,Bursa margaritula,"G.P. Deshayes, 1832","(Deshayes, 1833)",Catalogue of Life
1940,Bursa marginata,"J.F. Gmelin, 1791","(Gmelin, 1791)",Catalogue of Life
1943,Bursa ranelloides,"(L.A. Reeve, 1844)","Bursa (Bufonariella) ranelloides (Reeve, 1844)",Catalogue of Life
1944,Bursa rhodostoma,"(G.B. II Sowerby, 1835)","(G. B. Sowerby II, 1835)",Catalogue of Life
1945,Bursa rosa,"Perry, 1811","(Perry, 1811)",Catalogue of Life
1946,Bursa rubeta,"P.F. Röding, 1798 †","Bursa (Tutufa) rubeta (Linnaeus, 1758)",Catalogue of Life
1948,Bursa spinosa,"H.C.F. Schumacher, 1817","(Schumacher, 1817)",Catalogue of Life
1949,Bursatella leachii,"H.M.D. de Blainville, 1817","Blainville, 1817",Catalogue of Life
1950,Burtoa nilotica,"(L. Pfeiffer, 1861)","(L. Pfeiffer, 1861)",Catalogue of Life
1951,Busycon canaliculatum,"C. Linnaeus, 1758","(Linnaeus, 1758)",Catalogue of Life
1952,Busycon carica,"(J.F. Gmelin, 1791)","(Gmelin, 1791)",Catalogue of Life
1954,Busycon contrarium,"Conrad, 1840","(Conrad, 1840)",Catalogue of Life
1955,Busycon perversum,"Linnaeus, 1758","(Linnaeus, 1758)",Catalogue of Life
1957,Cabestana cutacea,"(C. Linnaeus, 1767)","(Linnaeus, 1767)",Catalogue of Life
1959,Caecum amputatum,"C. Hedley, 1894","Hedley, 1894",Catalogue of Life
1962,Calliostoma aculeatum,"G.B. III Sowerby, 1912","G. B. Sowerby III, 1912",Catalogue of Life
1963,Calliostoma africanum,"P. Bartsch, 1915","Bartsch, 1915",Catalogue of Life
1964,Calliostoma allporti,"(J.E. Tenison-Woods, 1876)","(Tenison Woods, 1876)",Catalogue of Life
1965,Calliostoma annulatum,"(J. Lightfoot, 1786)","( [Lightfoot] , 1786)",Catalogue of Life
1966,Calliostoma armillata,"W. Wood, 1828","(Wood, 1828)",Catalogue of Life
1967,Dactylastele burnupi,"(E.A. Smith, 1899)","(E. A. Smith, 1899)",Catalogue of Life
1970,Calliostoma euglyptum,"(A. Adams, 1855)","(A. Adams, 1855)",Catalogue of Life
1971,Calliostoma formosense,"E.A. Smith, 1907","E. A. Smith, 1907",Catalogue of Life
1973,Calliostoma haliarchus,"(J.C. Melvill, 1889)","(Melvill, 1889)",Catalogue of Life
1974,Calliostoma jujubinum,"Gmelin, 1791","(Gmelin, 1791)",Catalogue of Life
1975,Calliostoma layardi,"G.B. III Sowerby, 1897","G. B. Sowerby III, 1897",Catalogue of Life
1976,Calliostoma ligatum,"Gould, 1852","(Gould, 1849)",Catalogue of Life
1978,Calliostoma multiliratum,"(G.B. III Sowerby, 1875)","(G. B. Sowerby III, 1875)",Catalogue of Life
1981,Calliostoma pellucidum,"A. Valenciennes, 1846","(Valenciennes, 1846)",Catalogue of Life
1982,Calliostoma perfragile,"G.B. III Sowerby, 1903","G. B. Sowerby III, 1903",Catalogue of Life
1984,Calliostoma scotti,"R.N. Kilburn, 1973","Kilburn, 1973",Catalogue of Life
1985,Calliostoma speciosum,"A. Adams, 1855","(A. Adams, 1855)",Catalogue of Life
1986,Calliostoma tigris,"(J.F. Gmelin, 1791)","(Gmelin, 1791)",Catalogue of Life
1987,Calliostoma zizyphinum,"(C. Linnaeus, 1758)","(Linnaeus, 1758)",Catalogue of Life
1989,Callipara bullatiana,"C.S. Weaver & J.E. Dupont, 1967","Weaver & duPont, 1967",Catalogue of Life
1990,Callipara queketti,"(E.A. Smith, 1901)","(E. A. Smith, 1901)",Catalogue of Life
1991,Callista chinensis,"Holten, 1802 †","(Holten, 1802)",Catalogue of Life
1992,Callista florida,"(J.B.P.A. Lamarck, 1818)","(Lamarck, 1818)",Catalogue of Life
1993,Callista kingii,"(J.E. Gray in P.P. King, 1827)","(Gray in P. P. King, 1827)",Catalogue of Life
1994,Callista lilacina,"J.B.P.A. Lamarck, 1818","(Lamarck, 1818)",Catalogue of Life
1995,Callista maculata,"(C. Linnaeus, 1758)","(Linnaeus, 1758)",Catalogue of Life
1996,Callista nimbosa,"Solander, 1786","( [Lightfoot] , 1786)",Catalogue of Life
1999,Callochiton dentatus,"(L. Spengler, 1797)","(Spengler, 1797)",Catalogue of Life
2000,Calpurnus verrucosus,"Linnaeus, 1758","(Linnaeus, 1758)",Catalogue of Life
2001,Calyptraea barnardi,"R.N. Kilburn, 1980","Kilburn, 1980",Catalogue of Life
2002,Calyptraea chinensis,"(C. Linnaeus, 1758)","(Linnaeus, 1758)",Catalogue of Life
2003,Calyptraea helicoidea,"G.B. III Sowerby, 1883","(G. B. Sowerby II, 1883)",Catalogue of Life
2004,Calyptraea mamillaris,"Broderip, 1834","Broderip, 1834",Catalogue of Life
2006,Campanile symbolicum,"Iredale, 1917","Iredale, 1917",Catalogue of Life
2007,Campeloma decisum,"T. Say, 1817","(Say, 1817)",Catalogue of Life
2015,Cancellaria reeveana,"J.C.H. Crosse, 1861","Crosse, 1861",Catalogue of Life
2016,Cancellaria reticulata,"Emmon, 1858 †","(Linnaeus, 1767)",Catalogue of Life
2017,Cancellaria spengleriana,"(G.P. Deshayes, 1830)","Deshayes, 1830",Catalogue of Life
2018,Cancellaria spirata,"J.B.P.A. Lamarck, 1822","Lamarck, 1822",Catalogue of Life
2019,Cancellaria undulata,"(G.B. II Sowerby, 1849)","G. B. Sowerby II, 1849",Catalogue of Life
2021,Domiporta filaris,"(C. Linnaeus, 1771)","(Linnaeus, 1771)",Catalogue of Life
