taxonid,fullname,Author
5254,Siphonalia cassidariaeformis,"(L.A. Reeve, 1846)"
5255,Siphonalia fusoides,"(L.A. Reeve, 1846)"
5257,Siphonalia modificata,"(L.A. Reeve, 1846)"
5258,Siphonalia pallida,"W.J. Broderip & G.B. I Sowerby, 1829"
5260,Siphonalia spadicea,"(L.A. Reeve, 1847)"
5262,Siphonaria anneae,"J.R. le B. Tomlin, 1944"
5263,Siphonaria baconi,"L.A. Reeve, 1856"
5264,Siphonaria bifurcata,"L.A. Reeve, 1856"
5265,Siphonaria capensis,"J.R.C. Quoy & J.P. Gaimard, 1833"
5266,Siphonaria compressa,"B.R. Allanson, 1958"
5267,Siphonaria concinna,"G.B. I Sowerby, 1823"
5268,Siphonaria cookiana,"H.H. Suter, 1909"
5270,Siphonaria diemenensis,"J.R.C. Quoy & J.P. Gaimard, 1833"
5271,Siphonaria gigas,"G.B. I Sowerby, 1825"
5272,Siphonaria lessonii,"H.M.D. de Blainville, 1827"
5273,Siphonaria lineolata,"D'Orbigny, 1841"
5274,Siphonaria nigerrima,"E.A. Smith, 1903"
5275,Siphonaria normalis,"A.A. Gould, 1846"
5276,Siphonaria oculus,"C.F.F. von Krauss, 1848"
5277,Siphonaria pectinata,"(C. Linnaeus, 1758)"
5278,Siphonaria serrata,"(G. Fischer von Waldheim, 1807)"
5279,Siphonaria sipho,"G.B. I Sowerby, 1823"
5280,Siphonaria sirius,"H.A. Pilsbry, 1894"
5281,Siphonaria tenuicostulata,"E.A. Smith, 1903"
5282,Siphonaria zelandica,"J.R.C. Quoy & J.P. Gaimard, 1833"
5285,Smaragdia souverbiana,"(R.P. Montrouzier, 1863)"
5286,Smaragdia viridis,"(C. Linnaeus, 1758)"
5287,Smaragdinella calyculata,"(W.J. Broderip & G.B. I Sowerby, 1829)"
5290,Solariella meyeri,"R.N. Kilburn, 1973"
5291,Solariella obscura,"(J.P.Y. Couthouy, 1838)"
5292,Solariella undata,"G.B. II Sowerby, 1870"
5294,Solemya africana,"E.C. Von Martens, 1880"
5295,Solemya australis,"J.B.P.A. Lamarck, 1818"
5297,Solen capensis,"P. Fischer, 1881"
5298,Solen correctus,"T. Iredale, 1924"
5299,Solen cylindraceus,"S.C.T. Hanley, 1843"
5300,Solen gordonis,"M. Yokoyama, 1920"
5301,Solen gouldi,"T.A. Conrad, 1868"
5302,Solen grandis,"R.W. Dunker, 1862"
5303,Solen marginatus,"F.C.L. Koch, 1843"
5304,Solen rosaceus,"P.P. Carpenter, 1864"
5305,Solen rudis,"G.B. Sowerby, 1874"
5306,Solen vagina,"C. Linnaeus, 1758"
5307,Solen vaginoides,"Lamarck, 1822"
5308,Solenosteira capitanea,"S.S. Berry, 1957"
5309,Soletellina biradiata,†
5314,Soletellina siliqua,"L.A. Reeve, 1857"
5316,Spekia zonata,"(S. Woodward, 1859)"
5320,Spirula spirula,"(C. Linnaeus, 1758)"
5323,Spisula solida,"(C. Linnaeus, 1758)"
5324,Spisula solidissima,"(L.W. Dillwyn, 1817)"
5325,Spisula subtruncata,"da Costa, 1778"
5326,Spondylus americanus,"K. Schreibers, 1793"
5327,Spondylus anacanthus,"J. Mawe, 1823"
5328,Spondylus barbatus,"L.A. Reeve, 1856"
5329,Spondylus coccineus,"J.B.P.A. Lamarck, 1819"
5330,Spondylus ducalis,"P.F. Röding, 1798"
5331,Spondylus hystrix,"P.F. Röding, 1798"
5332,Spondylus nicobaricus,"K. Schreibers, 1793"
5333,Spondylus princeps,"W.J. Broderip, 1833"
5334,Spondylus spectrum,"Reeve, 1856"
5335,Spondylus tenellus,"L.A. Reeve, 1856"
5336,Spondylus wrightianus,"J.C.H. Crosse, 1872"
5338,Stagnicola palustris,"(O.F. Müller, 1774)"
5340,Stellaria solaris,"(C. Linnaeus, 1764)"
5343,Stomatella imbricata,"J.B.P.A. Lamarck, 1816"
5344,Stomatella varia,"Adams, 1850"
5345,Stomatia phymotis,"Helbling, 1779"
5346,Stomatolina rufescens,"(J.E. Gray, 1847)"
5347,Stosicia annulata,"(R.W. Dunker, 1859)"
5349,Striatoguraleus thetis,"(E.A. Smith, 1904)"
5356,Strigilla carnaria,"(C. Linnaeus, 1758)"
5357,Striostrea margaritacea,"Lamarck, 1819"
5358,Strombina fusinoidea,"W.H. Dall, 1916"
5359,Strombus alatus,"Gmelin, 1792"
5360,Strombus aurisdianae,"(C. Linnaeus, 1758)"
5362,Strombus bulla,"P.F. Röding, 1798"
5363,Strombus campbelli,"E. Griffith & E. Pidgeon, 1834"
5365,Strombus costatus,"J.F. Gmelin, 1791"
5366,Strombus decorus,"P.F. Röding, 1798"
5367,Strombus dentatus,"(C. Linnaeus, 1758)"
5370,Strombus fasciatus,"J.F. Gmelin, 1791"
5371,Strombus fragilis,"Moore, 1863"
5373,Strombus gallus,"C. Linnaeus, 1758"
5375,Strombus gigas,"C. Linnaeus, 1758"
5376,Strombus gracilior,"Sowerby, 1825"
5379,Strombus latus,"J.F. Gmelin, 1791"
5380,Strombus lentiginosus,"C. Linnaeus, 1758"
5382,Strombus maculatus,"G.B. I Sowerby, 1842"
5383,Strombus marginatus,"C. Linnaeus, 1758"
5387,Strombus pipus,"P.F. Röding, 1798"
5388,Strombus plicatus,"P.F. Röding, 1798"
5389,Strombus pugilis,"C. Linnaeus, 1758"
5390,Strombus raninus,"J.F. Gmelin, 1791"
5391,Strombus sinuatus,"J. Lightfoot, 1786"
5394,Strombus variabilis,"W.J. Swainson, 1820"
5395,Strombus vittatus,"C. Linnaeus, 1758"
5396,Strombus wilsoni,"R.T. Abbott, 1967"
5398,Strophitus undulatus,"T. Say, 1817"
5399,Strophocheilus oblongus,"O.F. Müller, 1774"
5400,Struthiolaria papulosa,"(T. Martyn, 1784)"
5401,Tylospira scutulata,"Gmelin, 1791"
5402,Pelicaria vermis,"T. Martyn, 1784"
5404,Subulina vitrea,(A. Mousson)
5406,Succinea luteola,"A.A. Gould, 1848"
5407,Succinea ovalis,"T. Say, 1817"
5409,Succinea striata,"C.F.F. von Krauss, 1848"
5411,Sunetta menstrualis,"L.A. Reeve, 1864"
5412,Sunetta ovalis,"G.B. III Sowerby, 1892"
5414,Swainsonia casta,"(J.F. Gmelin, 1791)"
5416,Syrnola capensis,"G.B. III Sowerby, 1892"
5417,Syrnola tincta,"G.F. Angas, 1871"
5418,Tagelus divisus,"(L. Spengler, 1794)"
5419,Tagelus plebeius,"(Lightfoot, 1786)"
5420,Talochlamys zelandiae,"(J.E. Gray, 1843)"
5421,Tambja capensis,"(L.S.R. Bergh, 1907)"
5422,Tanea euzona,"(C.A. Récluz, 1844)"
5423,Tanea hilaris,"(G.B. III Sowerby, 1914)"
5424,Tanganyicia rufofilosa,"E.A. Smith, 1880"
5425,Tapes decussatus,"C. Linnaeus, 1758"
5426,Tapes deshayesii,"S.C.T. Hanley, 1844"
5429,Tapes sulcarius,"(J.B.P.A. Lamarck, 1818)"
5431,Tapes watlingi,"T. Iredale, 1958"
5433,Tawera spissa,"(G.P. Deshayes, 1835)"
5434,Tectarius bullatus,"T. Martyn, 1784"
5435,Tectarius coronaria,"J.B.P.A. Lamarck, 1816"
5436,Tectarius grandinatus,"(J.F. Gmelin, 1791)"
5438,Tectus mauritianus,"Gmelin, 1791"
5439,Tectus pyramis,"(I. von Born, 1778)"
5440,Tectus virgatus,"(J.F. Gmelin, 1791)"
5441,Tegula atra,"(R.P. Lesson, 1830)"
5442,Tegula aureotincta,"(E. Forbes, 1850)"
5443,Tegula brunnea,"(R.A. Philippi, 1849)"
5444,Tegula excavata,"(J.B.P.A. Lamarck, 1822)"
5445,Tegula fasciata,"(I. von Born, 1778)"
5446,Tegula funebralis,"(A. Adams, 1855)"
5447,Tegula gallina,"(E. Forbes, 1850)"
5448,Tegula ligulata,"K.T. Menke, 1850"
5451,Tegula patagonica,"(D'Orbigny, 1835)"
5452,Tegula pellisserpentis,"Wood, 1828"
5453,Tegula pfeifferi,"(R.A. Philippi, 1846)"
5454,Tegula rugosa,"(A. Adams, 1851)"
5455,Tegula viridula,"Gmelin, 1791"
5456,Tegula xanthostigma,"A. Adams, 1853"
5459,Telescopium telescopium,"Linnaeus, 1758"
5460,Tellidora cristata,"Récluz, 1842"
5461,Tellina albinella,"J.B.P.A. Lamarck, 1818"
5462,Tellina alfredensis,"P. Bartsch, 1915"
5463,Tellina alternata,"Say, 1822"
5464,Tellina analogica,"G.B. III Sowerby, 1904"
5466,Tellina canonica,"A.E. Salisbury, 1934"
5467,Tellina capsoides,"Lamarck, 1818"
5468,Tellina carpenteri,"W.H. Dall, 1900"
5469,Tellina charlottae,"E.A. Smith, 1885"
5471,Tellina donacina,"C. Linnaeus, 1758"
5472,Tellina elizabethae,"H.A. Pilsbry, 1918"
5473,Tellina fabula,"J.F. Gmelin, 1791"
5474,Tellina gaimardi,"T. Iredale, 1915"
5475,Tellina gilchristi,"G.B. III Sowerby, 1904"
5476,Tellina huttoni,"E.A. Smith, 1885"
5477,Tellina incarnata,"S.C.T. Hanley, 1844"
5478,Tellina lineata,"W. Turton, 1819"
5479,Tellina linguafelis,"C. Linnaeus, 1758"
5481,Tellina ludwigii,"C.F.F. von Krauss, 1848"
5482,Tellina madagascariensis,"Gmelin, 1791"
5483,Tellina magna,"L. Spengler, 1798"
5484,Tellina natalensis,"R.A. Philippi, 1846"
5485,Tellina palatam,"Iredale, 1929 †"
5486,Tellina palatum,"T. Iredale, 1929"
5488,Tellina philippii,"H.E. Anton, 1844"
5489,Tellina ponsonbyi,"G.B. III Sowerby, 1889"
5490,Tellina radiata,"G.P. Deshayes, 1855"
5491,Tellina rastellum,"S.C.T. Hanley, 1844"
5492,Tellina rousi,"G.B. III Sowerby, 1892"
5493,Tellina rufescens,"L.W. Dillwyn, 1817"
5494,Tellina rugosa,"J.B.P.A. Lamarck, 1801"
5496,Tellina spenceri,"H.H. Suter, 1907"
5497,Tellina subelliptica,"G.B. II Sowerby, 1867"
5499,Tellina tenera,"Leach, 1819"
5500,Tellina tenuis,"E.M. Da Costa, 1778"
5501,Tellina triangularis,"P.F. Röding, 1798"
5502,Tellina trilatera,"J.F. Gmelin, 1791"
5504,Tellina vestalioides,"M. Yokoyama, 1920"
5505,Tellina victoriae,"J.H. Gatliff & C.J. Gabriel, 1914"
5506,Tellina virgata,"C. Linnaeus, 1758"
5507,Tellina vulsella,"S.C.T. Hanley, 1846"
5508,Tellina yemenensis,"J.C. Melvill, 1898"
5509,Tenagodus wilmanae,"(J.R. le B. Tomlin, 1918)"
5510,Terebellum subulatum,"J.B.P.A. Lamarck, 1811"
5511,Terebellum terebellum,"(C. Linnaeus, 1758)"
5512,Myurella affinis,"J.E. Gray, 1834"
5514,Cinguloterebra anilis,"P.F. Röding, 1798"
5515,Terebra argus,"R.B. Hinds, 1844"
5516,Oxymeris areolata,Link
5517,Terebra armillata,"R.B. Hinds, 1844"
5518,Terebra babylonia,"J.B.P.A. Lamarck, 1822"
5520,Terebra brasiliensis,"(E.A. Smith, 1873)"
5522,Oxymeris cerithina,"J.B.P.A. Lamarck, 1822"
5523,Oxymeris chlorata,"J.B.P.A. Lamarck, 1822"
5524,Terebra cingulifera,"J.B.P.A. Lamarck, 1822"
5525,Terebra circinata,"G.P. Deshayes, 1857"
5526,Myurella columellaris,"R.B. Hinds, 1844"
5527,Terebra concava,"(T. Say, 1826)"
5528,Terebra corrugata,"J.B.P.A. Lamarck, 1822"
5529,Oxymeris crenulata,"C. Linnaeus, 1758"
5530,Oxymeris dimidiata,"C. Linnaeus, 1758"
5533,Terebra dislocata,"(T. Say, 1822)"
5535,Pristiterebra glauca,"R.B. Hinds, 1844"
5536,Terebra gouldi,"G.P. Deshayes, 1857"
5537,Terebra guttata,"(P.F. Röding, 1798)"
5539,Hastula inconstans,"R.B. Hinds, 1844"
5541,Terebra laevigata,"J.E. Gray, 1834"
5543,Terebra longiscata,"G.P. Deshayes, 1859"
5544,Oxymeris maculata,"C. Linnaeus, 1758"
5546,Terebra monilis,"(J.R.C. Quoy & J.P. Gaimard, 1876)"
5547,Terebra muscaria,"J.B.P.A. Lamarck, 1822"
5548,Myurella nebulosa,"G.B. I Sowerby, 1825"
5549,Myurella paucistriata,"E. A. Smith, 1873"
5552,Terebra protexta,"Conrad, 1845"
5553,Terebra robusta,"R.B. Hinds, 1844"
5554,Terebra rudis,"J.E. Gray, 1834"
5555,Impages salleana,"G.P. Deshayes, 1859"
5556,Oxymeris senegalensis,"J.B.P.A. Lamarck, 1822"
5557,Terebra specillata,"R.B. Hinds, 1844"
5558,Terebra straminea,"J.E. Gray, 1834"
5559,Oxymeris strigata,"G.B. I Sowerby, 1825"
5560,Terebra subulata,"Linnaeus, 1767"
5562,Terebra textilis,"R.B. Hinds, 1844"
5563,Terebra thielei,Barnard
5564,Terebra torquata,"A. Adams & L.A. Reeve, 1850"
5565,Triplostephanus triseriata,"(Gray, 1834)"
5567,Terebra variegata,"Gray, 1834"
5568,Terebralia palustris,"(Linnaeus, 1767)"
5569,Terebralia sulcata,"Born, 1778"
5570,Teredo clava,"J.F. Gmelin, 1791"
5578,Thais capensis,"S.A.A. Petit De La Saussaye, 1852"
5579,Thais carinifera,"J.B.P.A. Lamarck, 1822"
5580,Thais castanea,"H.C. Küster, 1886"
5581,Thais chocolata,"(P.L. Duclos, 1832)"
5584,Thais deltoidea,"J.B.P.A. Lamarck, 1822"
5585,Thais distinguenda,"R.W. Dunker, 1866"
5586,Thais dubia,"M.M. Schepman, 1919"
5589,Thais floridana,"T.A. Conrad, 1837"
5590,Thais gemmulata,"J.B.P.A. Lamarck, 1816"
5594,Thais hippocastanum,"C. Linnaeus, 1758"
5597,Thais kiosquiformis,"(P.L. Duclos, 1832)"
5598,Thais lacera,"I. von Born, 1778"
5601,Thais langi,"W.J. Clench & H. Turner, 1948"
5605,Thais mutabilis,"J.H.F. Link, 1807"
5607,Thais nodosa,"(C. Linnaeus, 1758)"
5618,Thais tissoti,"S.A.A. Petit De La Saussaye, 1852"
5620,Thais tuberculata,Author unknown †
5621,Thais tuberosa,"Röding, 1798 †"
5623,Thalassocyon bonus,"K.H. Barnard, 1960"
5624,Thalotia conica,"Gray, 1827"
5626,Thatcheria mirabilis,"G.F. Angas, 1877"
5628,Theba pisana,"(O.F. Müller, 1774)"
5629,Thecalia concamerata,"J.F. Gmelin, 1791"
5631,Theodoxus fluviatilis,"(C. Linnaeus, 1758)"
5634,Thracia alfredensis,"P. Bartsch, 1915"
5635,Thyca ectoconcha,"P.B. Sarasin & K.F. Sarasin, 1887"
5636,Thysanoteuthis rhombus,"F.H. Troschel, 1857"
5637,Tiariturris libya,"(W.H. Dall, 1919)"
5638,Tibia fusus,"(C. Linnaeus, 1758)"
5640,Timoclea arakana,"(G. Nevill & H. Nevill, 1871)"
5641,Timoclea lavrani,"E. Fischer-Piette, 1974"
5642,Tivela compressa,"(G.B. II Sowerby, 1851)"
5643,Tivela damaoides,"(W. Wood, 1828)"
5644,Tivela delessertii,"(G.B. II Sowerby, 1854)"
5646,Tivela lamyi,"P. Dautzenberg, 1929"
5647,Tivela mactroides,"Born, 1778"
5648,Tivela natalensis,"R.W. Dunker, 1858"
5649,Tivela polita,"(G.B. II Sowerby, 1851)"
5650,Tivela rejecta,"P.G. Oliver, 1995"
5651,Tivela stultorum,"Mawe, 1823"
5652,Tivela transversa,"(G.B. III Sowerby, 1897)"
5653,Tivela ventricosa,"(J.E. Gray, 1838)"
5654,Tomichia tristis,"(P.M.A. Morelet, 1889)"
5655,Tomichia ventricosa,"(L.A. Reeve, 1842)"
5657,Tomopleura fultoni,"G.B. III Sowerby, 1888"
5658,Tonna allium,"(L.W. Dillwyn, 1817)"
5659,Tonna canaliculata,"(C. Linnaeus, 1758)"
5660,Tonna dolium,"P.F. Röding, 1798"
5661,Tonna dunkeri,"S.C.T. Hanley, 1859"
5662,Tonna galea,"(C. Linnaeus, 1758)"
5663,Tonna haurakiensis,"C. Hedley, 1919"
5664,Tonna luteostoma,"(H.C. Küster, 1857)"
5665,Tonna maculosa,"Lightfoot, 1786 †"
5666,Tonna perdix,"(C. Linnaeus, 1758)"
5667,Tonna pomum,"P.F. Röding, 1798"
5668,Tonna tessellata,"(J.B.P.A. Lamarck, 1816)"
5669,Tonna variegata,"L.C. Kiener, 1835"
5671,Toxiclionella haliplex,"(P. Bartsch, 1915)"
5672,Trachycardium egmontianum,"(R.J. Shuttleworth, 1856)"
5674,Trachycardium isocardia,"Linnaeus, 1758"
5676,Trachycardium muricatum,"C. Linnaeus, 1758 †"
5681,Trachycystis bathycoele,"(M. & P., 1892)"
5683,Trachycystis burnupi,"(M. & P., 1903)"
5685,Trachycystis capensis,"(L. Pfeiffer, 1841)"
5688,Trachycystis clifdeni,"M. Connolly, 1932"
5690,Trachycystis contabulata,"Connolly, 1932"
5692,Trachycystis ectima,"(Melvill & Ponsonby, 1899)"
5696,Trachycystis glanvilliana,"(Ancey, 1893)"
5698,Trachycystis haygarthi,"(J.C. Melvill & J.H. Ponsonby, 1899)"
5699,Trachycystis inclara,"(Morelet, 1889)"
5702,Trachycystis laticostata,"M & P, 1903"
5705,Trachycystis lunaris,"Connolly, 1939"
5706,Trachycystis mcbeani,"Connolly, 1932"
5710,Trachycystis placenta,"(J.C. Melvill & J.H. Ponsonby, 1899)"
5714,Trachycystis rivularis,"(Krauss, 1848)"
5715,Trachycystis rudicostata,"Connolly, 1923"
5723,Trachycystis subpinguis,"Connolly, 1922"
5728,Trapezium japonicum,"H.A. Pilsbry, 1905"
5730,Tremoctopus violaceus,"S. Delle Chiaje, 1830"
5731,Gregariella barbata,"(Reeve, 1858)"
5733,Trichotropis cancellata,"R.B. Hinds, 1843"
5734,Eulithidium affine,"C.B. Adams, 1850"
5735,Tricolia africana,"P. Bartsch, 1915"
5736,Tricolia capensis,"(R.W. Dunker, 1846)"
5737,Tricolia elongata,"(C.F.F. von Krauss, 1848)"
5738,Tricolia formosa,Turton
5739,Tricolia insignis,"(W.H. Turton, 1932)"
5740,Tricolia kochii,"(R.A. Philippi, 1848)"
5742,Tricolia neritina,"Dunker, 1846"
5744,Tricolia tropidophora,"J.R. le B. Tomlin, 1931"
5745,Tridacna crocea,"J.B.P.A. Lamarck, 1819"
5746,Tridacna gigas,"Linnaeus, 1758"
5747,Tridacna maxima,"(Roding, 1798) †"
5748,Tridacna squamosa,"J.B.P.A. Lamarck, 1819"
5750,Trigonephrus globulus,"O.F. Müller, 1774"
5751,Trigonephrus haughtoni,M. Connolly
5752,Trigonephrus lucanus,"(O.F. Müller, 1774)"
5754,Trigonephrus rosaceus,(H.P.C. Møller)
5757,Trilobopsis loricata,"A.A. Gould, 1846"
5758,Trimusculus costatus,"(C.F.F. von Krauss, 1848)"
5760,Triphora africana,"P. Bartsch, 1915"
5762,Triphora concors,"R.B. Hinds, 1843"
5763,Triphora convexa,"E.A. Smith, 1904"
5764,Triphora fuscomaculata,"(G.B. III Sowerby, 1904)"
5765,Triphora shepstonensis,"E.A. Smith, 1906"
5766,Triphora smithi,"P. Bartsch, 1915"
5767,Trisidos tortuosa,"(C. Linnaeus, 1758)"
5768,Trisidos yongei,"T. Iredale, 1939"
5769,Tritogonia verrucosa,"C.S. Rafinesque, 1820"
5770,Tritonoturris capensis,"(E.A. Smith, 1882)"
5772,Trivia arctica,"(R. Pulteney, 1799)"
5775,Trivia europaea,"G. Montagu, 1808"
5776,Trivia globosa,"Sowerby, 1832"
5777,Trivia hordacea,"L.C. Kiener, 1843"
5780,Trivia merces,"T. Iredale, 1924"
5781,Trivia millardi,"C.N. Cate, 1979"
5782,Trivia oryza,"Lamarck, 1810"
5783,Trivia ovulata,"J.B.P.A. Lamarck, 1811"
5785,Trivia pediculus,"S.R. Roberts, 1870"
5786,Trivia pellucidula,"Gaskoin, 1846"
5790,Trivia rubra,"H.O.N. Shaw, 1909"
5793,Trivia suavis,"F.A. Schilder, 1931"
5797,Trochonanina mozambicensis,"L. Pfeiffer, 1855"
5798,Trochus cariniferus,"L.A. Reeve, 1842"
5800,Trochus elegantulus,"Cossmann & Peyrot, 1916 †"
5801,Trochus intextus,"L.C. Kiener, 1850"
5803,Trochus maculatus,"A. Risso, 1826"
5805,Trochus niloticus,"C. Linnaeus, 1767"
5811,Trochus tiaratus,"J.R.C. Quoy & J.P. Gaimard, 1834"
5812,Trochus viridus,"W. Wood, 1828"
5813,Tropaeas natalensis,"E.A. Smith, 1906"
5819,Tropidophora comburens,"(J.C. Melvill & J.H. Ponsonby, 1903)"
5820,Tropidophora foveolata,"(J.C. Melvill & J.H. Ponsonby, 1895)"
5821,Tropidophora insularis,"(L. Pfeiffer, 1851)"
5822,Tropidophora ligata,"(O.F. Müller, 1774)"
5823,Tropidophora plurilirata,"H.C. Fulton, 1903"
5825,Truncatellina iota,"(J.C. Melvill & J.H. Ponsonby, 1894)"
5826,Truncatellina quantula,"(J.C. Melvill & J.H. Ponsonby, 1893)"
5827,Truncatellina sykesii,"(J.C. Melvill & J.H. Ponsonby, 1893)"
5828,Truncilla donaciformis,"I. Lea, 1827"
5829,Truncilla truncata,"C.S. Rafinesque, 1820"
5830,Tucetona laticostata,"Quoy, 1835"
5831,Tudicla spirillus,"(C. Linnaeus, 1767)"
5832,Tudora megacheilos,"(V.L.V. Potiez & A. Michaud, 1838)"
5833,Tugali barnardi,"Barnard, 1963"
5834,Tugali elegans,"J.E. Gray, 1843"
5835,Tugali suteri,"(Thiele, 1916)"
5837,Turbinella laevigata,"H.E. Anton, 1838"
5838,Turbo argyrostomus,"Linnaeus, 1758"
5839,Turbo bruneus,"P.F. Röding, 1798"
5840,Turbo castanea,"J.F. Gmelin, 1791"
5841,Turbo cepoides,"E.A. Smith, 1880"
5842,Turbo chrysostomus,"C. Linnaeus, 1758"
5843,Turbo cidaris,"Gmelin, 1791"
5845,Turbo cornutus,"J. Lightfoot, 1786"
5847,Turbo excellens,"G.B. III Sowerby, 1914"
5848,Turbo fluctuosus,"W. Wood, 1828"
5849,Turbo gruneri,"R.A. Philippi, 1846"
5850,Turbo imperialis,"J.F. Gmelin, 1791"
5851,Turbo laetus,"R.P. Montrouzier in S.M. Souverbie & R.P. Montrouzier, 1863"
5852,Turbo marmoratus,"Linnaeus, 1758"
5853,Turbo militaris,"Reeve, 1848 †"
5855,Turbo nigerrimus,"J.F. Gmelin, 1791"
5857,Turbo petholatus,"Linnaeus, 1758"
5858,Bothropoma ponsonbyi,"G.B. III Sowerby, 1897"
5859,Turbo porphyrites,"Gmelin, 1791"
5860,Turbo sarmaticus,"Linnaeus, 1758"
5861,Turbo saxosus,"W. Wood, 1828"
5862,Turbo setosus,"J.F. Gmelin, 1791"
5864,Turbo splendidulus,"G.B. III Sowerby, 1886"
5865,Turbo squamosa,"P.F. Röding, 1798"
5866,Turbo stenogyrus,"P. Fischer, 1873"
5867,Turbo torquatus,"J.F. Gmelin, 1791"
5868,Turbo undulatus,"Lightfoot, 1786 †"
5869,Turbonilla adaba,"P. Bartsch, 1915"
5870,Turbonilla angea,"P. Bartsch, 1915"
5871,Turbonilla erecta,"W.H. Turton, 1932"
5872,Turbonilla gemmula,"E.A. Smith, 1904"
5873,Turbonilla hofmani,"G.F. Angas, 1877"
5874,Turbonilla kraussi,"S. Clessin, 1890"
5875,Turbonilla laevicostata,"G.B. III Sowerby, 1892"
5876,Turbonilla macandreae,"A. Adams, 1870"
5879,Turbonilla prolongata,"(Carpenter, 1857)"
5880,Turbonilla rufanensis,"W.H. Turton, 1932"
5881,Turbonilla tegulata,"G.B. Sowerby, 1892"
5882,Turbonilla tincta,"G.B. III Sowerby, 1900"
5884,Turricula javana,"(C. Linnaeus, 1767)"
5885,Turridrupa bijubata,"(L.A. Reeve, 1843)"
5888,Turris babylonia,"(C. Linnaeus, 1758)"
5890,Turris crispa,"(J.B.P.A. Lamarck, 1816)"
5892,Turris indica,"P.F. Röding, 1798"
5893,Turris ruthae,"R.N. Kilburn, 1983"
5896,Turritella acropora,"Dall, 1889"
5897,Turritella bacillum,"L.C. Kiener, 1843"
5898,Turritella bicingulata,"Lamarck, 1822"
5899,Turritella capensis,"Krauss, 1848"
5900,Turritella carinifera,"Lamarck, 1822"
5901,Turritella cerea,"L.A. Reeve, 1849"
5902,Turritella chrysotoxa,"J.R. le B. Tomlin, 1925"
5903,Turritella cingulata,"G.B. I Sowerby, 1825"
5904,Turritella cingulifera,"G.B. I Sowerby, 1825"
5905,Turritella communis,"Risso, 1826"
5906,Turritella cooperi,"Carpenter, 1864"
5907,Turritella declivis,"A. Adams & L.A. Reeve, 1849"
5909,Turritella ferruginea,"L.A. Reeve, 1849"
5911,Turritella gonostoma,"A. Valenciennes, 1832"
5912,Turritella gunnii,"L.A. Reeve, 1849"
5915,Turritella leucostoma,"A. Valenciennes, 1832"
5916,Turritella ligar,"G.P. Deshayes, 1843"
5918,Turritella sanguinea,"L.A. Reeve, 1849"
5919,Turritella tasmanica,"L.A. Reeve, 1849"
5920,Turritella terebra,"(C. Linnaeus, 1758)"
5921,Turritella tigrina,L.C. Kiener
5922,Turritella torulosa,"Kiener, 1843"
5923,Turritella triplicata,"(Brocchi, 1814) †"
5924,Turritella ungulina,"(C. Linnaeus, 1758)"
5925,Tutufa bubo,"(C. Linnaeus, 1758)"
5931,Tyrannophaedusa mikado,"(H.A. Pilsbry, 1900)"
5932,Umbonium costatum,"(L.C. Kiener, 1839)"
5933,Umbonium giganteum,"(R.P. Lesson, 1831)"
5934,Umbonium moniliferum,"(J.B.P.A. Lamarck, 1822)"
5935,Umbonium vestiarium,"Linnaeus, 1758"
5938,Umbraculum umbraculum,"P.F. Röding, 1798"
5940,Unio caffer,"(C.F.F. von Krauss, 1848)"
5942,Unio pictorum,"L. von Schrenck, 1867"
5945,Urocyclus kirkii,"J.E. Gray, 1864"
5946,Urosalpinx cala,"(H.A. Pilsbry, 1897)"
5947,Urosalpinx cinerea,"Say, 1822"
5948,Urosalpinx perrugata,"Conrad, 1846"
5949,Urosalpinx tampaensis,"(T.A. Conrad, 1846)"
5951,Vanikoro ligata,"(C.A. Récluz, 1844)"
5952,Vanikoro natalensis,"E.A. Smith, 1908"
5953,Varohadra bayensis,"(J.W. Brazier, 1875)"
5954,Vasticardium elongatum,"(J.G. Bruguière, 1789)"
5955,Vasum capitellum,"Linnaeus, 1758"
5956,Vasum ceramicum,"(C. Linnaeus, 1758)"
5957,Vasum muricatum,"(I. von Born, 1778)"
5958,Vasum rhinoceros,"(J.F. Gmelin, 1791)"
5959,Vasum truncatum,"(G.B. III Sowerby, 1892)"
5960,Vasum tubiferum,"(H.E. Anton, 1838)"
5962,Vaughtia fenestrata,"(A.A. Gould, 1860)"
5963,Vaughtia scrobiculata,"(R.W. Dunker in R.A. Philippi, 1846)"
5965,Venericardia antiquata,"C. Linnaeus, 1758"
5966,Venericardia purpurata,"G.P. Deshayes, 1854"
5967,Venerupis aurea,"J.F. Gmelin, 1791"
5968,Venerupis corrugata,"(J.F. Gmelin, 1791)"
5969,Venerupis decussata,"R.A. Philippi, 1836"
5970,Venerupis galactites,"(J.B.P.A. Lamarck, 1818)"
5971,Venerupis iridescens,"R. Tate, 1889"
5973,Venerupis largillierti,"(R.A. Philippi, 1847)"
5975,Venerupis rhomboides,"T. Pennant, 1777"
5977,Ventridens ligera,"T. Say, 1821"
5978,Venus foveolata,"Sowerby, 1853"
5979,Venus toreuma,"A.A. Gould, 1850"
5980,Venus verrucosa,"C. Linnaeus, 1758"
5982,Vepricardium asiaticum,"(J.G. Bruguière, 1789)"
5985,Vermicularia spirata,"Philippi, 1836"
5986,Vespericola megasoma,"H.A. Pilsbry, 1928"
5987,Vexilla vexillum,"(J.F. Gmelin, 1791)"
5994,Vexillum coccineum,"(L.A. Reeve, 1844)"
