taxonid,fullname,Author,source
4168,Mitrella lunata,"(Say, 1826)",Catalogue of Life
4172,Mitrella troglodytes,,
4179,Modiola subpopili,,
4180,Musculus impacta,"Musculus (Modiolarca) impacta (Hermann, 1782)",Catalogue of Life
4188,Modulus carchedonius,"(Lamarck, 1822)",Catalogue of Life
4189,Modulus catenulatus,"(Philippi, 1849)",Catalogue of Life
4192,Moerella huttoni,"(E. A. Smith, 1885)",Catalogue of Life
4193,Moerella juvenilis,"(Hanley, 1844)",Catalogue of Life
4201,Monilea dividua,,
4203,Monodonta adelaidae,Philippi,MCZbase
4204,Monodonta aethiops,Gmelin,MCZbase
4205,Monodonta argyrostoma,,
4207,Monodonta concamerata,,
4210,Monodonta mutabilis,"(Philippi, 1851)",Catalogue of Life
4213,Monodonta punctulata,"Lamarck, 1822",Catalogue of Life
4214,Monodonta rudis,,
4215,Monodonta torri,,
4216,Monodonta xanthostigma,,
4220,Morula cariosa,"(Wood, 1828)",Catalogue of Life
4222,Morula heptagonalis,"(Reeve, 1846)",Catalogue of Life
4224,Morula marginalba,"Morula (Morula) marginalba (Blainville, 1832)",Catalogue of Life
4226,Morula nodosa,"(Hombron & Jacquinot, 1848)",WoRMS
4232,Mundiphaedusa ducalis,,
4236,Murex brunneus,"(Link, 1807)",Catalogue of Life
4237,Murex cailleti,"Petit de la Saussaye, 1856",Catalogue of Life
4238,Murex chichoreum,,
4239,Murex cornutus,"Linnaeus, 1758",Catalogue of Life
4240,Murex elenensis,"Dall, 1909",Catalogue of Life
4242,Murex haustellum,"Linnaeus, 1758",Catalogue of Life
4243,Murex kiiensis,"Kira, 1959",Catalogue of Life
4246,Murex messorius,"G. B. Sowerby II, 1841",Catalogue of Life
4248,Murex purdyae,"Radwin & D'Attilio, 1976",Catalogue of Life
4250,Murex rectirostris,"G. B. Sowerby II, 1841",Catalogue of Life
4254,Murex torrefactus,"G. B. Sowerby II, 1841",Catalogue of Life
4256,Murex triqueter,"Murex (Chicoreus) triqueter Born, 1778",Catalogue of Life
4257,Murex triremis,"Perry, 1811",GBIF Backbone Taxonomy
4259,Murexiella festivus,,
4260,Murexiella gemma,"(Sowerby, 1879)",Catalogue of Life
4262,Muricanthus nigritus,"(Philippi, 1845)",Catalogue of Life
4263,Muricanthus radix,"(Gmelin, 1791)",Catalogue of Life
4264,Muricopsis lappa,,
4265,Muricopsis multiangulata,,
4266,Muricopsis ostrearum,"(Conrad, 1846)",Catalogue of Life
4267,Muricopsis squamulata,Carp.,MCZbase
4278,Myseka bidentata,,
4287,Mytilus meridionalis,"F. Krauss, 1848",Catalogue of Life
4289,Mytilus viridis,"Linnaeus, 1758",Catalogue of Life
4290,Nacella boninensis,,
4291,Cellana exarata,"(Reeve, 1854)",Catalogue of Life
4295,Nacella toreuma,,
4300,Nassarius acularis,,
4302,Nassarius albus,"Nassarius (Uzita) albus (Say, 1826)",Catalogue of Life
4306,Nassarius arcularius,[sic],Catalogue of Life
4311,Nassarius canoides,,
4317,Nassarius corniculum,"(Olivi, 1792)",Catalogue of Life
4324,Nassarius festivus,"Nassarius (Niotha) festivus (Powys, 1835)",Catalogue of Life
4330,Nassarius gracilis,,
4331,Nassarius grandiosus,,
4336,Nassarius jonasi,"Nassarius (Plicarcularia) jonasi (Dunker, 1846)",Catalogue of Life
4340,Nassarius luteostomus,"(Broderip & G. B. Sowerby I, 1829)",MCZbase
4343,Nassarius miga,"(Bruguière, 1789)",Catalogue of Life
4347,Nassarius mutabilis,"(Linnaeus, 1758)",Catalogue of Life
4351,Nassarius particeps,"(Hedley, 1915)",Catalogue of Life
4357,Nassarius polistes,"(Dall, 1917)",Catalogue of Life
4360,Nassarius reticulatus,"Nassarius (Hinia) reticulatus (Linnaeus, 1758)",Catalogue of Life
4361,Nassarius rufulus,,
4362,Nassarius scopularus,,
4368,Nassarius tegulus,"(Reeve, 1853)",ITIS
4371,Nassarius trivittatus,"(Say, 1822)",Catalogue of Life
4372,Nassarius vibex,"(Say, 1822)",Catalogue of Life
4374,Nassarius vitiensis,"(Hombron & Jacquinot, 1848)",Catalogue of Life
4375,Nassarius vius,,
4376,Nata aequiplicata,"Herbert & Moussali, 2016",Catalogue of Life
4378,Nata tarachodes,"(Connolly, 1912)",Catalogue of Life
4380,Nata viridescens,"(Melvill & Ponsonby, 1891)",Catalogue of Life
4384,Natalina kraussi,"(L. Pfeiffer, 1846)",Catalogue of Life
4389,Natica catena,"(da Costa, 1778)",Catalogue of Life
4391,Natica cayennensis,"Récluz, 1850",Catalogue of Life
4392,Natica cernica,"Jousseaume, 1874",Catalogue of Life
4400,Natica lineata,"(Röding, 1798)",Catalogue of Life
4406,Natica napus,"E.A. Smith, 1904",Catalogue of Life
4408,Natica poliana,"Delle Chiaje, 1826",Catalogue of Life
4411,Natica sebae,"Récluz, 1844",Catalogue of Life
4419,Negyrina subdistorta,,
4423,Neocancilla ponsonbyi,,
4425,Neocardia angustata,,
4426,Neocolina ponsonbyi,,
4427,Neosimnia acicularis,"(Lamarck, 1811)",Catalogue of Life
4428,Neosimnia spelta,"(Linnaeus, 1758)",Catalogue of Life
4429,Neothais scalaris,"(Menke, 1829)",Catalogue of Life
4430,Neothauma tanganyicense,"E. A. Smith, 1880",Catalogue of Life
4441,Nerita antillarum,"Gmelin, 1791",Catalogue of Life
4453,Nerita josephine,,
4459,Nerita reticulata,"Karsten, 1789",Catalogue of Life
4469,Neritina cariosa,"(Wood, 1828)",ITIS
4474,Neritina luteofasciata,"K. Miller, 1879",Catalogue of Life
4479,Neritina reclivata,"(Say, 1822)",ITIS
4494,Nitidella occulata,,
4500,Nodilittorina tuberculata,"(Menke, 1828)",Catalogue of Life
4505,Northia plumbea,Filippi,MCZbase
4506,Notirus crenata,,
4507,Notirus fabagela,,
4512,Notoacmea scabrilirata,,
4514,Notocallista ringi,,
4515,Notocypraea mayi,Beddome,MCZbase
4518,Notoplax producta,"Carpenter in Pilsbry, 1892",Catalogue of Life
4519,Notospisula parva,Petit,MCZbase
4521,Nucella cingulata,"(Linnaeus, 1771)",Catalogue of Life
4529,Nucula hartvigiana,"Dohrn, 1864",Catalogue of Life
4536,Obortio natalensis,,
4538,Ocenebra cala,"(Pilsbry, 1897)",Catalogue of Life
4539,Ocenebra circumtexta,"Stearns, 1871",Catalogue of Life
4540,Ocenebra crassilabrum,Gray,MCZbase
4541,Ocenebra erinaca,,
4544,Ocenebra fenestrata,"(Gould, 1860)",Catalogue of Life
4545,Ocenebra interfossa,"Carpenter, 1864",Catalogue of Life
4546,Ocenebra kieneri,Rve,MCZbase
4547,Ocenebra poulsoni,"Carpenter, 1864",Catalogue of Life
4550,Ocenebra scrobiculata,"(Dunker in Philippi, 1846)",Catalogue of Life
4551,Ocenebra sperata,"(Cossmann, 1921)",WoRMS
4552,Ochetoclavis pilsbryi,,
4553,Ocinebra natalensis,"E. A. Smith, 1906",Catalogue of Life
4554,Octopus granulatus,"Lamarck, 1798",WoRMS
4555,Odostomia io,"W. H. Turton, 1932",Catalogue of Life
4558,Odostomia leisurtalis,,
4560,Odostomia mympha,,
4561,Odostomia neptini,,
4562,Odostomia obeliscus,"Garrett, 1873",Catalogue of Life
4564,Odostomia scitula,"W. H. Turton, 1932",WoRMS
4565,Odostomia turtoni,"Bartsch, 1915",Catalogue of Life
4576,Oliva carreola,,
4582,Oliva galiola,,
4586,Oliva larmoine,,
4588,Oliva mamorata,,
4596,Oliva polpasta,"Duclos, 1833",Catalogue of Life
4599,Oliva reticulatis,,
4600,Oliva rufanula,,
4603,Oliva sayana,"Ravenel, 1834",Catalogue of Life
4613,Olivancillaria aquatiles,,
4621,Olivella diversas,,
4628,Olivia cruenta,,
4632,Oopelta flavascens,,
4637,Opalia marginata,,
4641,Opeas peringueyi,"Connolly, 1923",Catalogue of Life
4642,Opeas strigile,"(Melvill & Ponsonby, 1901)",Catalogue of Life
4643,Opeas tugelensis,,
4645,Ophicardelus costellaris,"(H. Adams & A. Adams, 1854)",Catalogue of Life
4659,Oxychona layardi,"Hartman, 1889",WoRMS
4667,Paluoina paulucciana,,
4678,Papuina meditata,,
4679,Papuina tayloriana,"(A. Adams & Reeve, 1850)",Catalogue of Life
4680,Papustyla pulcherrima,"(I. Rensch, 1931)",Catalogue of Life
4682,Papyridea papyracea,,
4684,Paracuneus platystoma,"(E. A. Smith, 1877)",Catalogue of Life
4685,Paralaoma hottentota,"(Melvill & Ponsonby, 1891)",Catalogue of Life
4690,Paratrophon exsculptus,"Powell, 1933",Catalogue of Life
4693,Parvicardium turtoni,"(Sowerby III, 1894)",Catalogue of Life
4694,Parviperna rupella,"(Dufo, 1840)",Catalogue of Life
4702,Scutellastra mexicana,"(Broderip & G. B. Sowerby I, 1829)",Catalogue of Life
4708,Patellanax perplexa,,
4716,Pecten alba,[sic],WoRMS
4720,Pecten maximus,"(Linnaeus, 1758)",Catalogue of Life
4725,Pecten sentis,"Reeve, 1853",Catalogue of Life
4726,Pecten speciosus,"Reeve, 1853",Catalogue of Life
4727,Pecten spondyloideum,,
4729,Pecten vexillum,"Reeve, 1853",Catalogue of Life
4730,Pecten ziczac,"(Linnaeus, 1758)",
4731,Pedinogyra allanii,,
4734,Penion adustus,"(Philippi, 1845)",Catalogue of Life
4742,Peringia ulvae,"(Pennant, 1777)",Catalogue of Life
4750,Peristernia leucothea,"Melvill, 1891",Catalogue of Life
4754,Perna galloprovincialis,,
4757,Peronaea gaimardi,"(Iredale, 1915)",Catalogue of Life
4759,Persicula dulcis,,
4760,Persicula lepta,,
4762,Persicula minuta,Drap.,MCZbase
4764,Euterebra tristis,"(Deshayes, 1859)",Catalogue of Life
4765,Duplicaria ustulata,"(Deshayes, 1857)",Catalogue of Life
4767,Petricola pholadiformis,"Lamarck, 1818",Catalogue of Life
4769,Pexocodakia rugifera,"(Reeve, 1850)",
4770,Phaedusa sieboloii,,
4773,Phalium bisculcatum,,
4778,Phalium ericinaceus,,
4779,Phalium faurotis,"(Jousseaume, 1888)",Catalogue of Life
4783,Phalium ponderosum,"(Gmelin, 1791)",Catalogue of Life
4791,Phasianella kochii,"Philippi, 1848",Catalogue of Life
4792,Phasianella modesta,"(A. Gould, 1861)",Catalogue of Life
4796,Phasianella virgo,Angas,MCZbase
4797,Phaxas decipiens,"(E. A. Smith, 1904)",Catalogue of Life
4799,Phenacovolva beckeri,,
4801,Phenacovolva honkakujiana,"(Kuroda, 1929)",Catalogue of Life
4807,Philbertia capensis,"(E. A. Smith, 1882)",Catalogue of Life
4812,Philobrya angulata,"(G. B. Sowerby III, 1892)",Catalogue of Life
4816,Phos mexicanus,"Dall, 1917",WoRMS
4818,Phos rectum,,
4819,Phos roseatus,"Hinds, 1844",Catalogue of Life
4822,Phyllonotus pomum,"(Gmelin, 1791)",Catalogue of Life
4823,Phyllonotus teguis,,
4824,Physa acuta,"Draparnaud, 1805",Catalogue of Life
4825,Physa eliptica,,
4826,Physa integra,"Physa (Diastropha) integra Haldeman, 1841",Catalogue of Life
4827,Physa tortuosa,"Clessin, 1886",WoRMS
4828,Physopsis africana,"F. Krauss, 1848",Catalogue of Life
4830,Pila appressa,,
4831,Pila cancaliculatus,,
4832,Pila hanleyanus,,
4833,Pila haustrum,,
4834,Pila megastoma,,
4836,Pila palulosa,,
4837,Pila sordidus,,
4838,Pila zonata,,
4848,Pisania crenilabrum,"A. Adams, 1855",Catalogue of Life
4855,Pitar citrina,[sic],Catalogue of Life
4857,Pitar hebraea,"(Lamarck, 1818)",Catalogue of Life
4863,Placamen calophylla,"Habe & Kosuge, 1979",
4869,Placostylus elobatus,"(Gould, 1846)",WoRMS
4878,Planaxis brasiliana,,
4879,Planaxis labiosus,"A. Adams, 1853",MCZbase
4880,Planaxis lineatus,"(E. M. da Costa, 1778)",ITIS
4882,Planaxis niger,"Quoy & Gaimard, 1833",Catalogue of Life
4893,Pleurodonte rostrata,Pfr.,MCZbase
4900,Pododesmus squama,"(Gmelin, 1791)",Catalogue of Life
4906,Polinices catena,"Polinices (Euspira) catena (da Costa, 1778)",Catalogue of Life
4909,Polinices duplicatus,"(Say, 1822)",Catalogue of Life
4914,Polinices mamilla,[sic],Catalogue of Life
4917,Polinices napus,"Polinices (Euspira) napus (E. A. Smith, 1904)",Catalogue of Life
4918,Polinices opaca,[sic],WoRMS
4920,Polinices plumbeus,,
4925,Polinices salangonensis,,
4928,Polinices solidus,,
4933,Polygyra albolabris,"Polygyra (Mesodon) albolabris (Say, 1817)",Catalogue of Life
4934,Polygyra auriformis,"(Bland, 1859)",Catalogue of Life
4935,Polygyra mesodon,,
4936,Polymesoda sarasotaensis,,
4937,Polymita brochers,,
4942,Powelliphanta busbyi,,
4952,Primovula carnea,"(Poiret, 1789)",Catalogue of Life
4953,Primovula sinensis,,
4956,Proptera alata,"(Say, 1817)",Catalogue of Life
4970,Psammocola radiata,,
4971,Psammotellina capensis,"G. B. Sowerby III, 1889",Catalogue of Life
4972,Pseudactaeon albus,"(G. B. Sowerby III, 1874)",Catalogue of Life
4973,Pseudochama cornuta,,
4977,Pseudoliva ancilla,"Hanley, 1860",Catalogue of Life
4980,Pseudoneptunea multangulus,,
4982,Pseudoraphitoma alfredi,"(E. A. Smith, 1904)",Catalogue of Life
4983,Pseudostomatella imbricta,,
4989,Pteria chinensis,"Leach, 1814",Catalogue of Life
4993,Pteropurpura capensis,"(Sowerby II, 1841)",WoRMS
5003,Pterynotus argasi,,
5006,Pterynotus triquetor,Born,GBIF Backbone Taxonomy
5007,Ptilototheca soutpansbergensis,"Herbert, 2016",Catalogue of Life
5009,Ptychodon pseudoleioda,,
5015,Pupa fumata,,
5019,Puperita japonica,,
5021,Puperita tristis,"(d'Orbigny, 1842)",Catalogue of Life
5023,Pupilla tetrodus,"(Boettger, 1870)",Catalogue of Life
5029,Puriperna dentifera,,
5030,Purpura aperta,"Blainville, 1832",Catalogue of Life
5032,Purpura haustorium,,
5033,Purpura haustrum,"(Martyn, 1784)",Catalogue of Life
5035,Purpura patula,"(Linnaeus, 1758)",Catalogue of Life
5039,Pusia bernhardina,"(Röding, 1798)",Catalogue of Life
5040,Pusia ebenus,"(Lamarck, 1811)",Catalogue of Life
5041,Pusia osiridis,"(Issel, 1869)",Catalogue of Life
5042,Pusia patriarcholis,,
5043,Pusia patula,"(Reeve, 1845)",Catalogue of Life
5046,Pusiostoma mendicaria,"(Linnaeus, 1758)",Catalogue of Life
5049,Pygmipanda atomata,"(Gray, 1834)",Catalogue of Life
5050,Pyramidalis mitralis,,
5052,Pyramidella auriscati,"(Holten, 1802)",Catalogue of Life
5053,Pyramidella capensis,"(Thiele, 1925)",Catalogue of Life
5059,Pyramidula rufestris,,
5062,Pyrene amphitrite,,
5063,Pyrene apicata,Smith,MCZbase
5064,Pyrene aplicata,,
5067,Pyrene burnupi,Smith,MCZbase
5068,Pyrene consanguinea,,
5069,Pyrene filmerae,"(G. B. Sowerby III, 1900)",Catalogue of Life
5072,Pyrene fuscata,Sowb. 1832,MCZbase
5073,Pyrene haemastoma,Sow.,MCZbase
5074,Pyrene kraussi,[sic],Catalogue of Life
5077,Pyrene mercatoria,L.,MCZbase
5078,Pyrene metella,,
5079,Pyrene miltostoma,,
5081,Pyrene mutabilis,,
5085,Pyrene pyramidalis,Sby,MCZbase
5086,Pyrene rustica,"(Linnaeus, 1758)",Catalogue of Life
5087,Pyrene separanda,,
5088,Pyrene shepstonensis,,
5089,Pyrene strombiformis,"Hanley, 1843",MCZbase
5090,Pyrene sulcata,,
5091,Pyrene tayloriana,Rve,MCZbase
5094,Pyrene vincta,Tate,MCZbase
5095,Pyrene whitechurchi,,
5100,Pythia striata,"(Reeve, 1842)",Catalogue of Life
5102,Quadrula cahabensis,"(I. Lea, 1871)",WoRMS
5103,Quadrula metaneura,"Quadrula (Theliderma) metaneura (Rafinesque, 1820)",Catalogue of Life
5109,Ranella denticola,,
5113,Ranularia moritincta,,
5119,Ratifusus alfredensis,"(Bartsch, 1915)",Catalogue of Life
5124,Rhachistia chiradzuluensis,"(E.A. Smith, 1899)",Catalogue of Life
5130,Rhinoclavis echinatum,,
5133,Rhinoclavis labiosum,,
5135,Rhinoclavis nesioticum,,
5137,Rhinoclavis pulchra,"(A. Adams in G. B. Sowerby II, 1855)",Catalogue of Life
5139,Rhinoclavis sinuata,,
5141,Rhysota ovum,"Rhysota (Rhysota) ovum (Valenciennes, 1827)",Catalogue of Life
5142,Rhytida confusa,"(Pfeiffer, 1855)",MCZbase
5147,Rissoina bryerca,Mont,MCZbase
5151,Rissoina rietensis,"W. H. Turton, 1932",Catalogue of Life
5153,Rissoina tridentata,Mich.,MCZbase
5155,Roxania simillima,"Thiele, 1925",Catalogue of Life
5157,Saccostrea crenulifera,,
5160,Sanguinolaria cruenta,"( [Lightfoot] , 1786)",Catalogue of Life
5161,Sanguinolaria olivacea,"(Jay, 1857)",Catalogue of Life
5162,Sanguinolaria sanguinolenta,"(Gmelin, 1791)",Catalogue of Life
5164,Saxicava rugosa,"(Linnaeus, 1767)",Catalogue of Life
5179,Scutellastra natalensis,"(F. Krauss, 1848)",Catalogue of Life
5189,Seapharea satewi,,
5194,Selatodryas luteosoma,"Herbert, 2017",Catalogue of Life
5195,Selatodryas roseosoma,"Herbert, 2017",Catalogue of Life
5205,Serpulorbis natalensis,"(Mörch, 1862)",Catalogue of Life
5206,Shaskyus festivus,"(Hinds, 1844)",Catalogue of Life
5208,Sheldonia aloicola,"(Melvill & Ponsonby, 1890)",Catalogue of Life
5210,Sheldonia asthenes,"(Melvill & Ponsonby, 1907)",Catalogue of Life
5212,Microkerkus chrysoprasinus,"(Melvill & Ponsonby, 1892)",Catalogue of Life
5216,Sheldonia crawfordi,"(Melvill & Ponsonby, 1890)",Catalogue of Life
5217,Sheldonia fingolandensis,"Herbert, 2017",Catalogue of Life
5218,Microkerkus fuscicolor,"(Melvill & Ponsonby, 1892)",Catalogue of Life
5220,Kerkophorus inunctus,"(Melvill & Ponsonby, 1899)",Catalogue of Life
5221,Microkerkus leucospira,"(L. Pfeiffer, 1857)",Catalogue of Life
5222,Sheldonia lightfooti,"Connolly, 1939",Catalogue of Life
5223,Kerkophorus melvilli,"Godwin-Austen, 1912",Catalogue of Life
5224,Sheldonia monsmaripi,"Herbert, 2016",Catalogue of Life
5225,Sheldonia natalensis,"(L. Pfeiffer, 1846)",Catalogue of Life
5226,Sheldonia orientalis,"(Godwin-Austen, 1914)",Catalogue of Life
5228,Sheldonia plain,,
5232,Sheldonia small,,
5233,Sheldonia trotteriana,"(Benson, 1848)",Catalogue of Life
5235,Sheldonia warreni,"Sheldonia (Kerkophorus) warreni Connolly, 1939",WoRMS
5241,Siliquaria australis,,
5242,Siliquaria chuni,"(Thiele, 1925)",Catalogue of Life
5243,Siliquaria cumingii,"(Mörch, 1861)",Catalogue of Life
5244,Siliquaria ponderosa,"(Mörch, 1861)",Catalogue of Life
5245,Siliquaria weldii,(T. Wood),MCZbase
5246,Siliquaria wilmanae,"Tomlin, 1918",Catalogue of Life
5256,Siphonalia glans,Bolten,MCZbase
5259,Siphonalia signum,"(Reeve, 1846)",Catalogue of Life
5261,Siphonaria algerica,,
5269,Siphonaria deflexa,"Siphonaria (Patellopsis) deflexa (Helbling, 1779)",Catalogue of Life
5283,Sitala jenynsi,"(L. Pfeiffer, 1846)",Catalogue of Life
5284,Smaragdia glabrata,,
5288,Ilanga agulhaensis,,
5293,Solecurtus sulcatus,"(Dunker, 1862)",Catalogue of Life
5296,Solemya parkinsoni,[sic],Catalogue of Life
5310,Soletellina boeddinghausi,"Lischke, 1870",Catalogue of Life
5311,Soletellina lunulata,"(Deshayes, 1855)",Catalogue of Life
5312,Soletellina nitida,"(Gray, 1843)",Catalogue of Life
5313,Soletellina olivacea,"Lischke, 1874",Catalogue of Life
5315,Solmopina macfarlanei,,
5317,Sphaerospira mulgravensis,,
5318,Sphaerospira rainbirdi,,
5319,Spirula solida,,
5321,Spisula aequilateralis,"(Deshayes, 1854)",Catalogue of Life
5322,Spisula polynyma,"(Stimpson, 1860)",Catalogue of Life
5337,Stabilima strangei,,
5339,Standella aegyptiaca,,
5341,Stenomelania denisoniensis,"(Brot, 1877)",Catalogue of Life
5342,Stenotrema fraterna,Say,MCZbase
5348,Streptopinna saccata,"(Linnaeus, 1758)",Catalogue of Life
5350,Strigatella crassa,"(Swainson, 1822)",WoRMS
5351,Strigatella limbifera,,
5352,Strigatella litterata,"(Lamarck, 1811)",Catalogue of Life
5354,Strigatella paupercula,"(Linnaeus, 1758)",Catalogue of Life
5355,Strigatella scutulata,"(Gmelin, 1791)",Catalogue of Life
5361,Strombus aurisdinae,,
5364,Strombus canarium,"Strombus (Laevistrombus) canarium Linnaeus, 1758",Catalogue of Life
5368,Strombus dolomena,,
5369,Strombus epidromis,"Linnaeus, 1758",Catalogue of Life
5372,Strombus fusiformis,"Strombus (Canarium) fusiformis G. B. Sowerby II, 1842",Catalogue of Life
5374,Strombus gibberulus,"Linnaeus, 1758",Catalogue of Life
5377,Strombus granulatus,"Swainson, 1822",Catalogue of Life
5378,Strombus labiatus,"Perry, 1811",Catalogue of Life
5381,Strombus luhuanus,"Linnaeus, 1758",Catalogue of Life
5384,Strombus minimus,"Linnaeus, 1771",Catalogue of Life
5385,Strombus mutabilis,"Strombus (Canarium) mutabilis Swainson, 1821",Catalogue of Life
5386,Strombus peruvianus,"Swainson, 1823",Catalogue of Life
5392,Strombus triconis,,
5393,Strombus urceus,"Strombus (Canarium) urceus Linnaeus, 1758",Catalogue of Life
5397,Strophitus rugosus,"(Swainson, 1822)",Catalogue of Life
5403,Subeulima magnifica,"Bartsch, 1915",Catalogue of Life
5405,Succinea exarata,"F. Krauss, 1848",Catalogue of Life
5408,Succinea salleana,"L. Pfeiffer, 1850",Catalogue of Life
5410,Sunetta contempta,"E. A. Smith, 1891",Catalogue of Life
5413,Sunetta scripta,"(Linnaeus, 1758)",Catalogue of Life
5415,Swainsonia ocellata,"(Swainson, 1831)",Catalogue of Life
5427,Tapes literata,"(Linnaeus, 1758)",Catalogue of Life
5428,Tapes philippinarum,"(Adams & Reeve, 1850)",Catalogue of Life
5430,Tapes variegata,"G. B. Sowerby II, 1852",Catalogue of Life
5432,Tawera gallinula,"(Lamarck, 1818)",Catalogue of Life
5437,Tectarius muricatus,"(Linnaeus, 1758)",Catalogue of Life
5449,Tegula lischkei,"(Tapparone Canefri, 1874)",Catalogue of Life
5450,Tegula panamanica,,
5457,Tegurum exutum,,
5458,Teinostoma africana,Sm.,MCZbase
5465,Tellina apelina,"Gmelin, 1791",WoRMS
5470,Tellina deltoides,,
5480,Tellina littoralis,Krauss,MCZbase
5487,Tellina perna,"Tellina (Pharaonella) perna Spengler, 1798",Catalogue of Life
5495,Tellina scobinata,"Tellina (Scutarcopagia) scobinata Linnaeus, 1758",Catalogue of Life
5498,Tellina tampaensis,"Conrad, 1866",Catalogue of Life
5503,Tellina trilaterata,,
5519,Duplicaria badia,"(Deshayes, 1859)",Catalogue of Life
5531,Terebra diplomeriza,,
5534,Oxymeris felina,"(Dillwyn, 1817)",Catalogue of Life
5538,Terebra impages,,
5540,Euterebra kowiensis,"(W. H. Turton, 1932)",Catalogue of Life
5542,Hastulopsis loisae,"(E. A. Smith, 1903)",Catalogue of Life
5545,Terebra micans,"Hinds, 1844",Catalogue of Life
5550,Terebra peasii,"Deshayes, 1859",Catalogue of Life
5551,Euterebra planecosta,"(Barnard, 1958)",Catalogue of Life
5561,Hastulopsis suspensa,"(E. A. Smith, 1904)",Catalogue of Life
5566,Hastula vallesia,,
5571,Thais alouina,"Thais (Mancinella) alouina (Röding, 1798)",Catalogue of Life
5572,Thais armigera,"(Link, 1807)",Catalogue of Life
5573,Thais ascensionis,,
5574,Thais biselaris,,
5575,Thais biserialis,"(Blainville, 1832)",Catalogue of Life
5576,Thais bronni,"(Dunker, 1860)",Catalogue of Life
5577,Thais bufo,"(Lamarck, 1822)",Catalogue of Life
5582,Thais cingulata,"(Linnaeus, 1771)",Catalogue of Life
5583,Thais delessertiana,"(d'Orbigny, 1841)",
5587,Thais echinata,"Thais (Mancinella) echinata (Blainville, 1832)",Catalogue of Life
5588,Thais emarginata,"(Deshayes, 1839)",Catalogue of Life
5591,Thais haemastoma,"(Linnaeus, 1767)",Catalogue of Life
5592,Thais haemostoma,Conrad,MCZbase
5593,Thais harpa,,
5595,Thais intermedia,"(Kiener, 1835)",Catalogue of Life
5596,Thais kieneri,,
5599,Thais lacunosus,,
5600,Thais lamellosa,"(Gmelin, 1791)",Catalogue of Life
5602,Thais lapillus,"(Linnaeus, 1758)",Catalogue of Life
5603,Thais lima,"(Gmelin, 1791)",Catalogue of Life
5604,Thais melones,"Thais (Vasula) melones (Duclos, 1832)",Catalogue of Life
5606,Thais neritoidea,L.,MCZbase
5608,Thais orbita,"(Gmelin, 1791)",Catalogue of Life
5609,Thais reticulata,"Thais (Lepsiella) reticulata (Blainville, 1832)",MCZbase
5610,Thais rudolphi,Lamarck,Catalogue of Life
5611,Thais rustica,"(Lamarck, 1822)",Catalogue of Life
5612,Thais savignyi,"Thais (Thalessa) savignyi (Deshayes, 1844)",WoRMS
5613,Thais scalaris,(Schub. & Wagner),MCZbase
5614,Thais scobina,Thais (Lepsiella) scobina Linnaeus,MCZbase
5615,Thais speciosa,"Thais (Thais) speciosa (Valenciennes, 1832)",Catalogue of Life
5616,Thais squamosa,"(Pease, 1868)",Catalogue of Life
5617,Thais textilosa,"(Lamarck, 1816)",Catalogue of Life
5619,Thais triangularis,"Thais (Thais) triangularis (Blainville, 1832)",Catalogue of Life
5622,Thais wahlbergi,"(F. Krauss, 1848)",Catalogue of Life
5625,Thapsia pinguis,"(F. Krauss, 1848)",Catalogue of Life
5627,Craspedochiton isipingoensis,"(Sykes, 1901)",Catalogue of Life
5630,Thelidomus guanensis,Poey,MCZbase
5632,Thiara lobbecki,,
5633,Thiara vonamica,,
5639,Tibia vaneospira,,
5645,Tivela isabelleana,"(d'Orbigny, 1846)",Catalogue of Life
5670,Toxiclionella elstoni,"(Barnard, 1962)",Catalogue of Life
5673,Trachycardium flavum,"(Linnaeus, 1758)",Catalogue of Life
5675,Trachycardium maculosum,"(W. Wood, 1815)",Catalogue of Life
5677,Trachycardium rubicundum,"(Reeve, 1844)",Catalogue of Life
5678,Trachycystis aenea,"Trachycystis (Chalcocystis) aenea (F. Krauss, 1848)",Catalogue of Life
5679,Trachycystis alcocki,"(Melvill & Ponsonby, 1895)",Catalogue of Life
5680,Trachycystis aulacophora,"Trachycystis (Phaulocystis) aulacophora (Ancey, 1890)",Catalogue of Life
5682,Trachycystis bifoveolata,,
5684,Trachycystis calorama,"Melvill & Ponsonby, 1899",Catalogue of Life
5686,Trachycystis centrifuga,"Melvill & Ponsonby, 1903",Catalogue of Life
5687,Trachycystis charybdis,"(Benson, 1856)",Catalogue of Life
5689,Trachycystis conisalea,"Trachycystis (Chilocystis) conisalea (Melvill & Ponsonby, 1892)",Catalogue of Life
5691,Trachycystis delicata,"Trachycystis (Liparocystis) delicata (Melvill & Ponsonby, 1895)",Catalogue of Life
5693,Trachycystis falconi,"Connolly, 1939",Catalogue of Life
5694,Trachycystis ferarum,"Connolly, 1932",Catalogue of Life
5695,Trachycystis fossula,"Connolly, 1925",Catalogue of Life
5697,Trachycystis glebaria,"Melvill & Ponsonby, 1903",Catalogue of Life
5700,Trachycystis kincaidi,"Connolly, 1932",Catalogue of Life
5701,Trachycystis knysnaensis,"Trachycystis (Chilocystis) knysnaensis Preston, 1912",Catalogue of Life
5703,Trachycystis liricostata,"(Melvill & Ponsonby, 1891)",Catalogue of Life
5704,Trachycystis loveni,"(F. Krauss, 1848)",Catalogue of Life
5707,Trachycystis mcdowelli,"Connolly, 1922",Catalogue of Life
